bedrooms,bathrooms,land_area,price_per_m2,n_cafe_in_1km,n_cafe_in_1km_to_2km,n_cafe_in_2km_to_3km,n_cafe_in_3km_to_5km,n_gas_station_in_1km,n_gas_station_in_1km_to_2km,n_gas_station_in_2km_to_3km,n_gas_station_in_3km_to_5km,n_hospital_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hospital_in_3km_to_5km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_hotel_in_3km_to_5km,nearest_mart,n_mart_in_1km,n_mart_in_1km_to_2km,n_mart_in_2km_to_3km,n_mart_in_3km_to_5km,n_pre_school_in_1km_to_2km,n_pre_school_in_2km_to_3km,n_pre_school_in_3km_to_5km,n_secondary_school_in_1km_to_2km,n_secondary_school_in_2km_to_3km,n_secondary_school_in_3km_to_5km,n_primary_school_in_1km,n_primary_school_in_1km_to_2km,n_primary_school_in_2km_to_3km,n_primary_school_in_3km_to_5km,n_university_in_1km_to_2km,n_university_in_2km_to_3km,n_university_in_3km_to_5km,n_seven_eleven_in_2km_to_3km,n_seven_eleven_in_3km_to_5km,n_resturant_in_1km,n_resturant_in_1km_to_2km,n_resturant_in_2km_to_3km,n_resturant_in_3km_to_5km,n_super_market_in_1km,n_super_market_in_1km_to_2km,n_super_market_in_2km_to_3km,n_super_market_in_3km_to_5km,n_borey_in_1km_to_2km,n_borey_in_2km_to_3km,n_borey_in_3km_to_5km,n_bank_in_2km_to_3km,n_bank_in_3km_to_5km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,population,median_price_per_m2,mean_price_per_m2,max_price_per_m2,min_price_per_m2,category_name_Condo,category_name_Land/Development,category_name_Villa,price
5,5,120,2333,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,280000
4,6,111,2333,3,13,24,59,4,26,23,82,1,0,5,26,1,6,8,0,1,2,3,34,5,19,27,7,9,24,1,5,20,34,14,25,41,7,8,0,0,2,3,1,6,8,22,2,9,15,2,9,0,1,2,6,31,3626,1376,1427,3658,203,0,0,1,259032
1,1,53,2333,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,123690
2,2,77,2337,20,53,44,58,9,27,42,70,28,50,17,7,59,15,8,6,13,44,25,21,34,14,36,21,19,27,4,19,15,41,19,33,48,10,12,11,83,19,3,17,38,19,21,1,0,17,2,5,7,30,92,37,19,39519,1609,1995,5000,71,1,0,0,180000
1,1,62,2340,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,1,0,0,146648
3,2,128,2343,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,300000
8,6,192,2343,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,450000
4,5,256,2343,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,600000
1,1,32,2343,2,28,23,82,5,30,27,77,0,1,6,76,3,6,59,2,0,6,14,59,21,11,23,10,10,39,1,10,6,39,4,45,42,5,16,0,2,3,81,2,9,10,42,3,5,13,1,18,1,1,6,14,130,3083,2145,2108,2468,1672,1,0,0,75000
4,5,64,2343,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,150000
3,2,127,2346,12,32,37,86,13,19,27,78,3,25,54,30,6,24,58,5,4,23,24,45,22,19,30,12,28,25,5,16,17,40,7,19,68,4,18,1,11,22,82,6,20,26,34,2,5,19,8,11,3,5,24,46,99,27697,1442,2016,4687,212,0,0,0,299900
2,1,136,2348,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,320000
9,10,1022,2348,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,1,2400000
0,0,992,2350,14,25,66,85,6,39,47,74,6,32,50,25,3,23,72,5,9,17,31,47,18,29,48,13,23,41,3,20,20,39,27,36,23,8,20,0,0,28,91,3,12,44,48,4,6,16,14,8,1,4,25,71,86,20882,2893,3264,5833,855,0,1,0,2331200
5,6,255,2352,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,0,1,600000
2,2,68,2352,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,160000
5,6,637,2354,0,7,3,47,0,7,8,30,0,2,0,12,0,0,11,0,0,1,0,10,2,1,24,3,3,14,0,2,3,7,0,0,7,1,9,0,0,0,15,0,2,0,16,3,3,5,0,4,0,0,0,1,17,3829,2354,2527,4824,1775,0,0,1,1500000
5,5,275,2363,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,0,0,0,650000
2,2,101,2364,12,46,39,70,5,10,44,74,9,42,35,19,31,37,11,6,4,38,26,29,20,13,32,19,15,35,4,11,18,38,14,13,56,9,15,10,33,63,5,11,28,27,22,1,1,18,12,3,6,12,49,82,29,18149,2485,2756,6300,100,1,0,0,240000
10,10,1056,2367,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,1,2500000
1,1,50,2368,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,1,0,0,118424
6,7,401,2369,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,1,950000
0,0,337,2370,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,1,0,799000
4,5,184,2373,4,2,18,78,0,9,19,56,0,0,0,44,1,3,15,0,0,0,5,37,2,12,37,3,8,27,0,3,10,25,0,3,20,5,14,0,2,4,23,0,1,8,35,4,3,18,3,8,0,0,1,6,38,2806,2989,2989,3434,2373,0,0,0,436666
7,9,526,2375,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,1250000
4,5,315,2378,0,3,11,58,1,7,3,31,0,0,2,30,0,4,39,0,0,1,2,34,4,0,37,2,1,29,0,1,3,17,0,1,11,2,13,0,0,0,57,2,0,3,35,4,3,8,0,8,0,0,0,1,56,4083,2411,2613,4824,1379,0,0,1,750000
4,5,84,2379,5,17,33,87,5,16,34,61,0,3,13,88,2,6,56,0,0,6,22,54,11,18,35,10,8,41,2,6,20,38,6,11,60,8,17,1,5,6,66,4,7,14,54,1,5,19,2,18,0,3,5,17,105,24762,1811,2150,6400,446,0,0,0,199900
0,0,130,2379,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,310000
1,1,84,2380,7,25,45,64,0,9,22,80,2,22,44,39,23,43,11,1,5,14,41,32,21,13,28,11,13,36,0,8,14,28,4,12,38,10,14,6,34,68,10,4,17,38,22,1,2,12,12,9,3,3,22,90,54,5336,2409,2422,4522,666,1,0,0,200000
4,5,105,2380,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,0,0,0,250000
4,5,71,2380,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,0,170000
0,0,378,2380,2,20,24,76,1,12,9,51,0,3,19,75,4,12,66,0,1,2,10,58,1,24,31,4,8,34,0,3,9,22,2,5,21,4,18,0,0,20,95,1,4,15,50,2,4,13,5,17,0,0,3,15,134,808,2380,2380,2380,2380,0,0,0,900000
4,5,147,2380,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,350000
1,1,35,2382,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,1,0,0,85566
1,1,172,2383,16,39,46,69,5,15,42,75,17,46,31,10,55,17,7,3,11,37,24,30,14,19,40,14,16,35,4,13,13,39,13,12,55,7,11,9,61,33,4,13,35,15,24,1,1,15,9,3,4,16,81,50,28,20064,3443,3099,4080,1953,1,0,0,410000
5,6,406,2389,3,8,6,59,2,9,7,31,0,2,0,26,0,2,20,0,0,1,1,23,1,2,37,3,1,21,1,2,4,15,0,0,10,1,10,0,0,1,28,2,0,1,30,2,4,6,1,5,0,0,0,1,31,3952,1875,1936,3531,542,0,0,1,970000
1,1,47,2390,16,33,47,68,1,11,51,63,14,30,43,21,28,38,12,4,5,34,26,33,16,19,30,15,18,33,5,12,15,34,12,13,55,11,12,8,34,64,4,14,22,30,21,2,1,16,13,5,4,13,45,85,32,7658,2530,2764,8500,31,1,0,0,113000
10,9,598,2391,0,25,50,67,1,26,29,68,0,8,34,61,8,34,43,1,3,11,27,58,14,19,46,12,16,35,2,6,18,29,9,36,51,12,13,0,4,52,57,0,11,27,43,0,8,10,14,9,1,3,19,73,75,29575,1855,2271,6333,783,0,0,1,1430000
4,5,140,2392,11,32,46,77,10,21,26,82,12,53,18,21,36,15,9,2,13,29,39,26,12,36,43,22,22,30,2,13,20,28,11,42,44,8,17,41,48,19,8,15,27,25,30,1,4,12,8,5,17,36,75,27,31,16252,2131,2596,8870,66,0,1,0,335000
2,3,165,2393,10,37,41,71,9,16,36,83,20,48,23,12,10,14,7,9,17,21,34,29,12,29,48,18,20,32,3,8,23,29,11,27,51,8,18,49,18,13,8,14,24,20,29,2,3,9,5,3,28,58,46,28,25,28799,2196,2420,6451,439,0,0,0,395000
2,2,96,2395,10,33,44,76,14,20,26,82,13,48,22,21,35,15,9,2,14,28,38,27,12,33,46,22,20,32,2,13,20,28,11,40,46,8,17,47,42,19,8,14,28,25,29,1,4,11,8,5,15,41,72,27,31,16252,2131,2596,8870,66,0,0,0,230000
14,14,196,2397,0,2,0,15,1,4,2,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,3,9,0,0,2,0,6,0,0,0,0,0,0,0,3,7,6,16,0,0,0,0,0,0,0,2310,1329,1382,2941,120,0,0,0,470000
1,1,50,2400,10,49,34,75,5,15,39,79,11,45,32,17,35,32,13,6,5,39,24,30,21,11,36,19,15,36,5,13,16,37,14,12,56,6,14,10,36,59,5,7,33,22,24,1,1,17,12,4,7,11,57,75,29,18149,2485,2756,6300,100,1,0,0,120000
6,9,500,2400,0,1,2,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,1785,1544,1676,3835,51,0,0,1,1200000
1,1,3523,2400,3,19,29,86,2,10,26,71,0,12,24,67,15,47,22,1,2,15,22,58,3,11,60,9,13,35,2,4,6,37,5,7,70,9,17,0,32,52,29,2,3,27,47,1,1,15,9,14,2,3,35,70,60,11327,1762,1961,6160,170,0,0,1,8455200
1,1,25,2400,12,48,31,76,1,22,36,70,6,31,46,22,17,48,16,1,7,29,32,33,23,12,28,22,13,29,1,15,16,32,10,13,58,8,14,13,19,68,16,12,26,28,22,2,1,21,12,4,7,4,39,83,45,13796,2708,2727,6000,106,0,0,0,60000
2,3,100,2400,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,240000
4,5,50,2400,0,5,7,20,2,9,11,41,0,0,0,1,1,1,10,0,0,0,0,2,1,1,8,1,2,9,0,5,4,13,0,1,16,3,2,0,0,0,0,0,0,1,6,3,4,4,0,1,0,0,0,1,3,1460,2400,2400,2400,2400,0,0,1,120000
2,2,100,2400,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,240000
6,6,120,2400,0,1,0,14,0,2,0,23,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,10,0,0,0,0,0,0,0,1339,2400,2763,3666,2224,0,0,0,288000
2,1,66,2400,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,1,0,0,160000
0,0,49,2401,12,46,39,70,5,10,44,74,9,42,35,19,31,37,11,6,4,38,26,29,20,13,32,19,15,35,4,11,18,38,14,13,56,9,15,10,33,63,5,11,28,27,22,1,1,18,12,3,6,12,49,82,29,18149,2485,2756,6300,100,1,0,0,120000
4,4,104,2403,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,0,0,0,250000
2,2,104,2403,11,32,40,80,14,13,32,79,9,45,28,20,26,15,8,6,14,22,35,31,7,29,54,18,20,33,3,9,18,33,10,26,53,6,20,46,32,16,9,15,22,26,31,1,4,12,9,4,17,52,56,30,30,16252,2131,2596,8870,66,0,0,0,250000
4,5,85,2406,0,2,0,15,1,4,2,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,3,9,0,0,2,0,6,0,0,0,0,0,0,0,3,7,6,16,0,0,0,0,0,0,0,2310,1329,1382,2941,120,0,0,0,205000
1,1,54,2407,10,52,62,51,5,35,40,74,24,57,18,5,27,56,11,2,15,41,38,14,28,37,26,24,25,22,6,22,18,35,35,36,29,16,9,3,34,81,2,7,37,34,23,1,1,21,7,3,9,11,77,72,17,25191,1697,1910,3750,476,1,0,0,130000
1,1,54,2407,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,130000
0,0,54,2407,14,40,61,75,15,34,47,67,14,38,46,9,8,66,21,3,9,27,50,21,21,37,40,11,31,31,5,18,24,36,36,31,27,10,17,0,14,91,14,1,28,44,29,2,6,18,6,9,2,12,50,97,26,20882,2893,3264,5833,855,0,0,0,131332
6,6,157,2408,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,0,0,0,380000
4,6,789,2408,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,1,1900000
6,7,789,2408,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,1,1900000
1,1,72,2409,1,19,26,89,1,11,20,71,1,11,24,68,20,43,22,1,2,17,18,58,3,10,60,10,15,33,2,4,7,35,5,6,67,8,17,0,40,44,29,1,4,26,46,1,1,15,6,16,2,3,37,68,58,5029,1405,1694,3466,258,0,0,0,175653
4,5,116,2411,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,0,280000
1,1,62,2412,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,150000
7,8,559,2415,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,1,1350000
4,5,120,2416,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,1,290000
5,4,120,2416,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,290000
4,5,60,2416,3,3,15,79,2,13,21,91,0,2,4,44,0,4,11,0,0,1,4,42,1,7,39,1,9,32,3,8,18,43,4,7,73,2,20,0,0,0,7,1,5,5,31,4,8,18,1,9,0,0,1,4,37,16670,2430,2430,2444,2416,0,0,0,145000
5,4,91,2417,12,45,63,53,13,30,45,67,20,59,25,7,18,62,12,5,13,36,36,20,32,26,29,28,20,25,7,22,20,34,21,48,32,15,9,0,30,86,4,5,39,31,26,1,2,20,9,4,3,13,56,96,17,23250,2250,2488,5312,220,0,0,0,220000
3,2,91,2417,12,31,33,82,6,24,26,70,1,12,45,53,8,11,65,2,2,18,23,48,21,16,19,11,16,28,7,8,18,28,10,10,59,4,19,2,16,14,83,6,17,21,38,0,6,22,7,12,1,5,15,39,109,18375,2092,2396,6250,93,1,0,0,220000
2,2,91,2417,16,46,27,82,6,27,23,72,5,39,39,25,16,42,25,0,13,24,34,31,25,12,26,18,18,28,2,13,17,34,15,12,58,8,13,11,21,48,39,10,29,27,23,2,1,24,12,4,2,9,37,68,62,13796,2708,2727,6000,106,1,0,0,220000
1,1,76,2420,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,185000
4,5,95,2421,0,10,36,56,2,6,14,42,0,1,9,61,2,9,55,1,0,1,7,53,4,18,29,4,9,27,3,3,5,23,1,5,18,11,12,0,1,12,67,0,4,10,53,6,4,9,3,10,0,0,0,16,91,11754,1842,1943,5537,250,0,0,0,230000
3,2,132,2424,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,1,0,0,320000
4,5,165,2424,11,31,45,77,14,21,26,82,11,49,23,21,36,15,9,2,12,29,39,27,12,35,44,22,22,30,2,13,20,28,11,40,46,8,17,42,47,19,8,13,28,26,30,1,4,11,8,5,14,37,77,27,31,16252,2131,2596,8870,66,0,0,0,400000
4,5,82,2426,10,14,45,81,6,24,35,66,0,2,24,70,1,10,67,2,1,11,13,64,16,11,37,12,13,38,1,12,12,35,7,47,38,7,17,0,2,5,96,5,9,11,52,7,5,9,5,18,2,2,11,29,120,8037,1809,2075,5347,500,0,0,0,199000
6,6,453,2428,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,1,1100000
6,6,280,2428,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,1,680000
4,6,247,2429,9,16,44,106,11,24,57,86,2,11,29,69,6,4,81,0,5,18,15,67,19,18,56,8,20,48,3,21,21,41,27,15,32,5,25,1,1,3,114,3,11,18,70,2,11,15,8,16,0,3,11,29,138,5039,3109,3149,6427,1003,0,0,0,600000
2,1,64,2432,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,1,0,0,157138
1,1,60,2433,3,21,35,125,12,20,43,100,0,12,27,74,1,4,88,1,3,14,22,61,13,20,61,10,16,49,9,11,24,48,18,54,34,9,23,0,0,2,117,3,5,18,76,5,5,17,5,20,0,2,9,20,148,23197,2059,2331,6363,295,1,0,0,146000
4,5,94,2433,0,1,0,11,0,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,7,0,0,2,1,0,1,2,0,6,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,2956,2009,2193,5252,675,0,0,0,230000
5,6,117,2435,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,0,285000
4,5,80,2437,6,27,37,87,0,17,26,63,4,20,54,30,40,12,15,2,7,25,17,53,5,18,60,14,17,32,0,9,10,33,8,10,64,4,20,35,49,18,16,4,23,26,34,0,4,10,11,6,2,24,68,47,36,5351,1728,2180,6461,25,0,0,0,195000
0,0,1600,2437,1,3,7,46,1,3,13,30,0,1,0,8,0,1,4,0,0,0,1,6,0,3,21,0,1,15,1,1,2,14,0,0,5,1,13,0,0,1,7,0,1,0,16,1,6,7,1,3,1,0,0,0,11,8431,1636,1882,2820,1276,0,1,0,3900000
4,5,160,2437,7,14,21,107,4,27,29,112,1,3,7,67,4,5,27,0,0,5,19,43,10,19,43,6,16,38,3,12,23,42,30,36,28,7,21,0,0,2,23,3,6,11,49,6,5,25,0,21,0,1,6,9,89,16032,1899,1979,5922,450,0,0,1,390000
1,1,53,2437,5,24,46,62,0,12,19,66,2,22,29,54,11,51,18,0,3,11,43,33,20,16,23,6,20,31,0,11,12,27,3,11,26,14,11,0,21,66,31,2,16,39,23,1,3,13,7,12,0,5,16,69,80,5336,2409,2422,4522,666,1,0,0,130000
5,6,322,2437,0,2,0,15,1,4,2,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,1,3,9,0,0,2,0,6,0,0,0,0,0,0,0,3,7,6,16,0,0,0,0,0,0,0,2310,1329,1382,2941,120,0,0,1,785000
4,5,82,2439,0,2,3,11,0,3,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,2,3,2,19,0,0,0,0,0,0,0,1551,1548,1749,5902,180,0,0,0,200000
8,10,168,2440,12,36,37,85,13,20,35,76,4,36,49,22,5,36,47,3,9,23,30,38,26,16,33,14,30,22,4,17,21,35,7,24,62,4,18,4,18,28,68,9,20,29,35,3,3,18,9,7,3,6,28,59,83,23239,2343,2717,6465,30,0,0,0,410000
4,5,176,2443,1,8,4,36,0,4,10,20,0,2,0,6,0,0,10,0,0,0,1,5,3,1,13,1,4,8,0,0,3,7,0,0,6,1,4,0,0,0,9,0,2,0,9,5,0,7,0,4,0,0,0,0,11,3342,1986,2186,5000,562,0,0,0,430000
5,6,450,2444,3,7,10,58,2,9,5,30,1,0,2,28,0,3,31,0,0,1,2,31,3,2,38,1,4,25,0,3,4,15,0,1,11,1,11,0,0,1,44,0,0,4,32,3,2,8,1,7,0,0,0,2,40,4083,2411,2613,4824,1379,0,0,1,1100000
1,1,45,2444,14,32,49,62,1,9,53,57,14,29,44,22,27,39,12,3,5,32,29,32,16,19,27,16,16,34,4,13,15,31,11,11,54,11,12,7,34,64,4,13,23,30,20,1,2,16,12,4,2,14,39,89,33,7658,2530,2764,8500,31,1,0,0,110000
5,6,67,2444,3,12,9,71,2,22,14,94,0,2,5,37,0,4,14,0,0,1,4,42,2,7,38,4,5,34,1,10,17,44,6,7,74,0,20,0,0,0,8,2,5,5,29,7,5,20,0,7,0,0,2,3,32,16670,2430,2430,2444,2416,0,0,0,165000
