n_gas_station_in_1km_to_2km,n_borey_in_3km_to_5km,n_pre_school_in_1km,address_line_2,n_atm_in_1km_to_2km,n_super_market_in_1km,n_resturant_in_1km_to_2km,h_id,n_atm_in_3km_to_5km,population,near_Phnom_Penh_Airport_in_km,n_pre_school_in_1km_to_2km,n_cafe_in_1km,near_Phsar_kandal_in_km,n_seven_eleven_in_1km_to_2km,n_university_in_2km_to_3km,n_atm_5km,n_atm_in_1km,near_AEON_Mall_3_in_km,n_university_in_3km_to_5km,price_per_m2
1,8,0,39,0,0,0,573,0,2026.0,6,0,0,13,0,0,0,0,17,0,756.02
2,5,0,33,0,0,0,391,20,384.0,14,0,0,7,0,1,20,0,16,3,225.69
0,1,0,50,0,0,0,551,0,807.0,10,0,0,19,0,0,0,0,20,0,91.95
9,3,0,41,0,0,0,716,8,1823.0,3,0,0,10,2,0,8,0,13,7,1246.85
0,5,0,39,0,0,0,713,4,2058.0,4,0,0,12,0,0,4,0,15,1,884.05
0,0,0,67,0,0,0,281,0,875.0,11,0,0,19,0,0,0,0,13,0,1121.17
1,4,0,94,0,0,0,487,0,348.0,6,0,0,15,1,0,0,0,17,0,350.75
0,11,0,41,0,0,0,584,4,4427.0,7,1,0,10,0,0,4,0,16,1,1180.99
0,2,0,37,0,0,0,146,0,665.0,12,0,0,17,0,0,0,0,9,0,107.72
0,12,0,76,0,0,0,138,0,1304.0,8,0,0,13,0,0,0,0,7,0,310.23
0,0,0,9,0,0,0,261,0,176.0,14,0,0,23,0,0,0,0,18,0,190.35
0,2,0,37,0,0,0,150,0,484.0,13,0,0,18,0,0,0,0,9,0,126.7
0,0,0,9,0,0,0,263,0,416.0,14,0,0,22,0,0,0,0,17,0,188.98
0,1,0,33,0,0,0,361,0,142.0,19,0,0,12,0,0,0,0,22,0,189.38
0,3,0,33,0,0,0,406,0,19.0,16,0,0,10,0,0,0,0,19,1,194.01
0,2,0,74,0,0,0,786,0,226.0,21,0,0,13,0,0,0,0,11,0,333.33
0,2,0,82,0,0,0,495,0,463.0,9,0,0,19,0,0,0,0,20,0,65.66
0,4,0,19,0,0,0,96,0,277.0,12,0,0,12,0,0,0,0,3,0,548.05
0,5,0,39,0,0,0,556,0,768.0,7,0,0,13,0,0,0,0,18,0,819.14
0,0,0,65,0,0,0,598,0,906.0,14,0,1,20,0,0,0,0,25,0,161.29
0,7,0,39,0,0,0,579,0,2903.0,5,0,0,12,0,0,0,0,15,1,947.79
0,9,0,90,0,0,0,156,0,587.0,9,0,0,14,0,0,0,0,7,0,281.09
4,8,0,73,0,0,0,374,0,6.0,11,0,0,9,0,0,0,0,18,2,597.7
7,9,1,26,198,0,70,306,206,4318.0,11,5,1,1,6,10,597,8,10,55,2619.99
0,16,0,35,0,0,0,337,4,5035.0,7,0,1,9,0,0,4,0,16,1,1118.96
0,10,0,73,0,0,0,371,0,4.0,14,0,0,10,0,0,0,0,19,1,625.81
18,10,2,52,8,0,0,347,72,3707.0,5,2,4,7,2,19,88,0,12,56,2771.22
2,17,0,19,0,0,0,94,0,981.0,11,0,0,10,1,0,0,0,1,1,611.99
0,0,0,50,0,0,0,680,0,54.0,12,0,0,22,0,0,0,0,21,0,88.92
1,15,0,35,0,0,0,586,0,8665.0,7,1,0,10,1,0,0,0,16,1,1122.51
3,6,0,73,0,0,0,394,8,992.0,12,1,1,8,0,1,8,0,17,1,664.5
33,17,8,1,48,2,0,459,454,13220.0,6,15,8,4,4,20,617,12,10,33,4071.94
3,10,0,77,0,0,0,87,0,109.0,11,0,0,14,1,0,0,0,5,0,287.23
2,7,0,69,0,0,0,91,0,791.0,13,0,1,15,0,0,0,0,6,0,215.95
0,1,0,31,0,0,0,521,0,205.0,7,0,0,18,0,0,0,0,17,0,1077.6
0,6,0,90,0,0,0,161,0,299.0,10,0,0,15,0,0,0,0,7,0,220.5
6,11,0,52,0,1,0,706,20,524.0,4,1,0,9,1,1,20,0,14,20,2281.47
0,1,0,74,0,0,0,771,0,1125.0,20,0,0,13,0,0,0,0,10,0,331.61
0,1,0,82,0,0,0,494,0,484.0,8,0,0,18,0,0,0,0,19,0,170.5
4,7,0,44,0,0,0,431,68,1701.0,14,2,1,5,3,0,68,0,7,6,1532.78
4,12,0,74,0,0,0,751,4,347.0,14,0,0,9,0,0,4,0,4,0,408.73
0,3,0,33,0,0,0,403,0,313.0,17,0,0,11,0,0,0,0,21,0,176.08
2,4,0,31,0,0,0,647,0,1272.0,5,0,0,15,0,0,0,0,14,1,1350.64
1,1,0,66,0,0,0,591,0,668.0,11,0,0,19,0,0,0,0,22,0,224.47
0,1,0,74,0,0,0,747,0,4.0,19,0,0,12,0,0,0,0,9,0,342.35
0,0,0,66,0,0,0,604,0,45.0,14,0,0,22,0,0,0,0,25,0,199.96
1,9,0,68,0,0,0,428,0,2286.0,17,0,0,8,0,0,0,0,10,0,718.02
5,17,0,52,0,0,0,322,32,2868.0,6,2,1,8,1,1,36,0,14,41,2580.87
0,8,0,70,0,0,0,369,0,8.0,13,0,0,11,1,0,0,0,19,1,1622.72
1,1,0,50,0,0,0,507,0,94.0,9,0,0,18,0,0,0,0,20,0,99.98
0,2,0,0,0,0,0,70,0,38.0,18,0,0,14,0,0,0,0,24,0,554.25
0,7,0,73,0,0,0,385,0,5.0,15,0,0,11,0,0,0,0,21,0,592.64
0,0,0,9,0,0,0,271,0,1104.0,12,0,0,22,0,0,0,0,18,0,189.13
0,0,0,80,0,0,0,6,0,1111.0,16,0,0,17,0,0,0,0,25,0,36.83
0,0,0,9,0,0,0,261,0,176.0,15,0,0,24,0,0,0,0,19,0,140.23
3,3,0,107,0,0,0,435,8,1099.0,15,1,0,6,1,1,8,0,7,1,985.0
0,8,0,39,0,0,0,579,0,2903.0,5,0,0,12,0,0,0,0,16,1,940.14
3,13,0,35,0,0,0,323,20,1410.0,5,0,1,9,0,1,20,0,14,14,1145.21
0,2,0,50,0,0,0,542,0,290.0,11,0,0,21,0,0,0,0,20,0,116.03
3,3,0,34,0,0,0,766,4,1685.0,16,0,0,8,0,1,4,0,8,0,651.62
0,2,0,34,0,0,0,784,0,328.0,21,0,0,12,0,0,0,0,12,0,550.37
0,1,0,65,0,0,0,18,0,300.0,13,0,0,15,0,0,0,0,22,0,155.76
3,6,0,73,0,0,0,394,8,992.0,12,1,1,8,0,1,8,0,17,1,675.46
1,5,0,19,0,0,0,115,0,391.0,12,0,0,11,1,0,0,0,2,0,414.37
0,2,0,31,0,0,0,521,0,205.0,8,0,0,18,0,0,0,0,18,0,944.23
13,14,0,52,0,1,0,348,90,2630.0,6,5,7,6,0,15,114,4,13,63,2887.38
4,1,0,69,0,0,0,80,0,878.0,12,0,1,13,2,0,0,0,4,0,216.17
0,2,0,37,0,0,0,150,0,484.0,13,0,0,18,0,0,0,0,10,0,101.29
0,0,0,67,0,0,0,279,0,1.0,13,0,0,21,0,0,0,0,15,0,1025.55
9,12,5,44,82,4,35,416,193,5336.0,10,21,7,2,5,12,601,12,7,38,2349.19
0,2,0,0,0,0,0,802,0,1390.0,23,0,0,17,0,0,0,0,27,0,417.21
9,14,0,52,4,2,0,707,28,5234.0,3,1,3,8,1,5,36,0,12,33,2634.0
0,4,0,33,0,0,0,380,0,310.0,17,0,0,12,2,0,0,0,21,0,208.44
1,11,0,15,0,0,0,180,72,12487.0,11,0,3,6,0,0,76,4,3,9,2087.08
1,0,0,66,0,0,0,76,0,416.0,15,0,0,22,0,0,0,0,26,0,189.72
3,3,0,73,0,0,0,45,0,364.0,13,0,0,13,1,0,0,0,21,0,560.39
3,17,0,17,0,0,0,722,8,7545.0,1,0,0,10,0,1,8,0,10,8,1790.18
0,1,0,67,0,0,0,285,0,609.0,11,0,0,19,0,0,0,0,13,0,1355.9
0,1,0,80,0,0,0,24,0,783.0,14,0,0,16,1,0,0,0,23,0,168.26
0,2,0,66,0,0,0,622,0,315.0,9,0,0,17,0,0,0,0,20,0,197.98
7,11,1,44,0,2,1,417,401,3794.0,11,3,2,4,3,6,469,0,6,18,1995.61
11,9,3,78,8,0,0,358,212,4080.0,9,5,2,5,3,3,244,0,13,62,1997.4
3,15,0,75,0,0,0,236,0,663.0,7,0,0,11,1,0,0,0,5,0,651.34
15,20,0,28,0,1,0,730,36,5068.0,2,3,3,8,3,12,44,4,11,40,2323.29
8,10,0,74,0,0,0,187,4,1418.0,14,0,3,9,1,0,4,0,4,0,433.42
0,2,0,34,0,0,0,795,0,1497.0,20,0,0,11,0,0,0,0,12,1,514.27
0,1,0,80,0,0,0,17,0,287.0,12,0,0,15,0,0,0,0,22,0,216.22
10,14,3,26,56,0,8,309,265,5029.0,11,0,3,2,1,7,569,0,12,58,2437.23
0,2,0,34,0,0,0,739,0,40.0,22,0,0,14,0,0,0,0,12,0,421.92
0,2,0,31,0,0,0,686,0,539.0,8,0,0,19,0,0,0,0,17,0,1035.49
0,0,0,50,0,0,0,615,0,489.0,10,0,0,19,0,0,0,0,21,0,104.6
13,20,0,28,4,0,0,693,16,3331.0,0,0,2,9,1,4,20,0,10,20,2151.9
0,2,0,66,0,0,0,609,0,28.0,8,0,0,17,0,0,0,0,19,0,207.41
0,1,0,71,0,0,0,30,0,1189.0,15,0,0,16,1,0,0,0,24,0,926.85
0,1,0,74,0,0,0,741,0,139.0,23,0,0,15,0,0,0,0,13,0,316.31
0,0,0,40,0,0,0,126,0,1131.0,12,0,0,19,0,0,0,0,13,0,235.43
3,4,0,51,0,0,0,661,0,76.0,7,0,0,16,1,0,0,0,12,1,337.37
0,2,0,82,0,0,0,491,0,402.0,6,0,0,15,0,0,0,0,16,0,199.08
0,3,0,51,0,0,0,637,0,708.0,7,0,0,16,0,0,0,0,13,1,392.78
0,0,0,33,0,0,0,820,0,657.0,19,0,0,13,0,0,0,0,22,0,169.94
0,2,0,71,0,0,0,10,0,995.0,13,0,0,13,1,0,0,0,21,0,893.92
1,4,0,31,0,0,0,647,0,1272.0,5,0,0,15,0,0,0,0,14,1,1190.81
2,4,0,67,0,0,0,140,0,57.0,9,0,0,17,0,0,0,0,12,0,1130.8
0,0,0,80,0,0,0,3,0,475.0,18,0,0,18,0,0,0,0,26,0,209.91
4,7,0,44,0,0,0,429,44,3342.0,14,2,1,6,3,0,44,0,6,6,1456.24
4,5,0,44,0,0,0,411,114,1726.0,13,0,2,5,1,2,118,0,8,7,1611.34
0,0,0,65,0,0,0,64,0,701.0,13,0,0,18,0,0,0,0,24,0,166.07
6,7,2,44,0,0,0,430,174,3952.0,12,0,6,5,2,1,182,0,6,14,1734.49
0,5,0,77,0,0,0,86,0,809.0,12,0,0,16,0,0,0,0,7,0,268.83
0,1,0,0,0,0,0,808,0,81.0,21,0,0,16,0,0,0,0,26,0,531.75
1,0,0,66,0,0,0,63,0,652.0,13,0,0,19,0,0,0,0,24,0,222.2
2,3,0,32,0,0,0,662,0,476.0,7,0,0,16,0,0,0,0,13,1,1238.1
0,2,0,40,0,0,0,287,0,689.0,10,0,0,18,0,0,0,0,12,0,229.73
0,1,0,66,0,0,0,548,0,232.0,12,0,0,21,0,0,0,0,22,0,189.55
1,7,0,76,0,0,0,133,0,161.0,7,0,0,14,1,0,0,0,9,0,261.38
2,5,0,69,0,0,0,117,0,1281.0,14,0,0,14,1,0,0,0,4,0,237.53
15,15,2,52,16,0,0,346,116,4621.0,5,3,2,6,3,32,152,0,12,43,2905.53
0,5,0,76,0,0,0,136,0,1846.0,9,0,0,15,0,0,0,0,8,0,255.57
0,3,0,90,0,0,0,249,0,107.0,14,0,0,17,0,0,0,0,8,0,262.76
0,1,0,66,0,0,0,545,0,461.0,11,0,0,20,0,0,0,0,21,0,194.36
5,16,0,17,0,0,0,226,8,11261.0,4,0,0,9,1,0,8,0,7,11,1843.24
0,13,0,27,0,0,0,95,0,520.0,10,0,0,11,0,0,0,0,2,1,1132.78
0,1,0,66,0,0,0,559,0,13.0,9,0,0,16,0,0,0,0,20,0,203.53
22,20,1,52,32,3,2,458,413,4119.0,5,18,3,5,4,19,493,4,10,27,3125.59
0,1,0,50,0,0,0,545,0,461.0,11,0,0,20,0,0,0,0,22,0,95.9
0,2,0,40,0,0,0,128,0,720.0,11,0,0,18,0,0,0,0,12,0,231.18
0,0,0,80,0,0,0,8,0,9.0,16,0,0,18,0,0,0,0,26,0,210.95
11,9,0,41,4,1,0,708,24,987.0,3,1,1,9,1,5,28,0,12,21,1289.39
0,1,0,82,0,0,0,490,0,227.0,6,0,0,16,0,0,0,0,17,0,211.72
0,1,0,40,0,0,0,126,0,1131.0,11,0,0,19,0,0,0,0,13,0,300.37
18,9,1,52,4,0,0,691,28,2987.0,2,1,1,9,2,6,32,0,12,18,2527.55
0,1,0,33,0,0,0,805,0,677.0,21,0,0,15,0,0,0,0,25,0,184.94
0,1,0,50,0,0,0,549,0,426.0,10,0,0,20,0,0,0,0,21,0,75.62
0,2,0,66,0,0,0,611,0,2.0,8,0,0,16,0,0,0,0,19,0,207.52
1,8,0,81,0,0,0,530,0,137.0,5,0,0,14,0,0,0,0,16,0,387.71
0,8,0,90,0,0,0,156,0,587.0,10,0,0,14,0,0,0,0,7,0,242.88
0,1,0,71,0,0,0,30,0,1189.0,15,0,0,16,1,0,0,0,24,0,918.72
10,14,0,52,0,0,0,705,44,2842.0,5,4,1,8,2,4,52,0,13,47,2641.72
0,5,0,79,0,0,0,161,0,299.0,11,0,0,16,0,0,0,0,8,0,662.55
0,10,0,70,0,0,0,371,0,4.0,14,0,0,11,0,0,0,0,20,1,1863.9
7,10,2,44,0,1,0,417,321,3794.0,12,1,6,4,2,4,365,0,6,17,1895.82
0,1,0,74,0,0,0,741,0,139.0,23,0,0,15,0,0,0,0,13,0,414.02
1,6,0,69,0,0,0,83,0,730.0,13,0,1,15,0,0,0,0,5,0,264.07
0,7,0,94,0,0,0,516,0,4976.0,4,0,0,14,0,0,0,0,15,0,493.55
0,3,0,0,0,0,0,381,0,1753.0,16,0,1,11,1,0,0,0,21,0,772.8
0,3,0,32,0,0,0,634,0,1265.0,8,0,0,17,0,0,0,0,15,0,922.28
1,10,0,81,0,0,0,578,0,1775.0,5,0,0,14,1,0,0,0,16,0,366.04
4,13,0,75,0,0,0,210,0,1809.0,6,0,0,12,1,0,0,0,7,1,596.82
1,6,0,69,0,0,0,83,0,730.0,13,0,1,15,0,0,0,0,6,0,264.97
0,7,0,76,0,0,0,137,0,95.0,9,0,0,15,0,0,0,0,8,0,256.83
0,0,0,9,0,0,0,274,0,445.0,12,0,0,22,0,0,0,0,18,0,188.51
0,1,0,34,0,0,0,792,0,100.0,19,0,0,10,0,1,0,0,12,0,466.24
1,3,0,69,0,0,0,113,0,1912.0,12,0,0,12,0,0,0,0,3,0,281.81
0,3,0,39,0,0,0,556,0,768.0,7,0,0,14,0,0,0,0,18,0,766.05
12,27,2,85,8,0,0,718,56,6234.0,2,2,2,7,2,14,80,0,9,58,2769.93
14,10,2,52,4,0,0,349,72,4758.0,5,3,5,7,1,8,88,0,13,64,2686.82
0,0,0,31,0,0,0,496,0,145.0,8,0,0,18,0,0,0,0,18,0,946.78
12,19,1,85,4,1,0,215,144,16670.0,5,3,2,6,1,5,164,0,6,75,3022.13
5,14,0,15,4,0,1,176,161,9638.0,10,1,5,5,0,3,177,0,3,16,2045.1
5,21,0,17,0,0,0,220,12,5671.0,3,0,0,9,1,0,12,0,7,14,1997.84
0,10,0,14,0,0,0,168,4,26.0,11,0,3,9,0,0,4,0,0,1,1898.56
3,14,0,17,0,0,0,225,0,2523.0,4,0,0,11,1,1,0,0,8,0,1545.2
2,8,0,39,0,0,0,566,4,172.0,5,0,0,10,0,0,4,0,15,2,883.34
3,18,0,75,0,0,0,236,0,663.0,7,0,1,10,0,0,0,0,5,2,728.43
8,21,0,35,0,0,0,320,20,2826.0,7,1,0,8,1,0,24,0,15,14,1272.64
7,3,0,41,0,1,0,704,16,1460.0,4,1,0,10,1,1,16,0,14,15,1175.57
2,10,0,69,0,0,0,103,0,421.0,11,0,0,13,1,0,0,0,4,0,273.74
3,12,0,17,0,0,0,727,4,11948.0,2,0,3,11,0,0,4,0,10,0,1689.21
0,3,0,37,0,0,0,122,0,528.0,12,0,0,17,0,0,0,0,9,0,114.77
0,1,0,50,0,0,0,493,0,194.0,10,0,0,20,0,0,0,0,20,0,92.46
4,8,0,68,0,0,0,426,0,3031.0,16,0,0,8,0,0,0,0,8,0,832.09
0,0,0,33,0,0,0,820,0,657.0,19,0,0,13,0,0,0,0,23,0,210.32
10,11,0,52,0,1,0,703,28,2709.0,3,1,3,8,2,5,36,0,12,34,2547.74
4,14,1,35,0,0,0,337,4,5035.0,8,0,1,9,1,0,4,0,16,2,1182.51
1,4,0,74,0,0,0,754,0,848.0,16,0,0,11,0,0,0,0,6,0,424.61
7,12,1,26,40,2,8,309,265,5029.0,11,0,4,2,0,8,565,8,12,52,2484.91
1,4,0,64,0,0,0,133,0,161.0,8,0,0,15,1,0,0,0,9,0,357.28
9,12,2,36,0,0,0,358,92,4080.0,9,5,1,6,2,5,116,0,14,34,1358.01
0,0,0,66,0,0,0,599,0,845.0,14,0,0,21,0,0,0,0,25,0,232.0
1,15,0,35,0,0,0,337,4,5035.0,8,0,1,9,1,0,4,0,16,2,1118.02
0,13,0,76,0,0,0,138,0,1304.0,8,0,0,14,0,0,0,0,7,0,278.85
0,0,0,50,0,0,0,539,0,40.0,12,0,0,22,0,0,0,0,22,0,88.94
3,8,0,94,0,0,0,641,0,7177.0,3,0,0,13,0,1,0,0,13,0,469.25
0,1,0,82,0,0,0,523,0,400.0,7,0,0,17,0,0,0,0,17,0,233.11
0,0,0,74,0,0,0,799,0,526.0,22,0,0,15,0,0,0,0,12,0,409.23
3,10,0,14,0,0,0,165,48,8431.0,11,0,1,7,0,0,52,4,3,5,2338.88
11,11,0,44,4,0,0,419,423,873.0,12,4,6,3,4,4,471,0,7,19,1829.55
0,0,0,50,0,0,0,535,0,562.0,12,0,0,22,0,0,0,0,23,0,113.09
2,7,0,81,0,0,0,530,0,137.0,5,0,0,14,0,0,0,0,16,0,386.8
1,3,0,19,0,0,0,115,0,391.0,12,0,0,12,1,0,0,0,2,0,488.88
7,15,0,75,0,0,0,203,8,3451.0,5,0,0,9,1,0,8,0,6,9,769.56
3,16,0,75,0,0,0,200,0,1033.0,5,0,1,9,0,0,0,0,5,5,759.18
0,1,0,80,0,0,0,24,0,783.0,15,0,0,16,0,0,0,0,24,0,215.3
2,4,0,74,0,0,0,755,4,1508.0,16,0,1,11,1,0,4,0,5,0,464.55
0,0,0,80,0,0,0,8,0,9.0,16,0,0,18,0,0,0,0,25,0,282.21
12,19,1,85,8,1,0,472,306,26248.0,5,2,4,5,0,11,370,4,6,76,3301.11
0,0,0,80,0,0,0,9,0,13.0,17,0,0,18,0,0,0,0,26,0,204.77
4,6,0,107,0,0,0,435,20,1099.0,14,2,0,6,3,0,20,0,6,3,958.0
17,21,1,85,20,1,0,443,324,15646.0,4,9,5,5,3,43,376,4,7,44,3355.83
1,9,0,41,0,0,0,584,0,4427.0,7,1,0,11,0,0,0,0,16,1,1105.59
0,1,0,80,0,0,0,24,0,783.0,15,0,0,16,1,0,0,0,24,0,216.57
2,15,0,83,0,0,0,105,0,476.0,10,0,0,12,0,0,0,0,3,0,306.89
2,8,0,39,0,0,0,579,0,2903.0,5,0,0,12,0,0,0,0,16,0,934.12
0,1,0,74,0,0,0,739,0,40.0,22,0,0,14,0,0,0,0,12,0,330.44
2,12,0,76,0,0,0,134,0,811.0,7,0,0,13,1,0,0,0,7,0,326.92
0,9,0,41,0,0,0,566,4,172.0,5,0,0,10,0,0,4,0,15,2,1025.97
1,1,0,66,0,0,0,612,0,366.0,12,0,0,20,0,0,0,0,23,0,227.89
0,10,0,81,0,0,0,701,4,4190.0,2,0,2,12,0,1,4,0,13,0,486.9
0,3,0,51,0,0,0,625,0,90.0,6,0,0,15,0,0,0,0,13,1,345.94
0,2,0,0,0,0,0,816,0,9.0,22,0,0,17,0,0,0,0,27,0,426.27
0,0,0,9,0,0,0,261,0,176.0,14,0,0,24,0,0,0,0,19,0,157.34
5,3,0,51,0,0,0,624,0,918.0,5,0,0,14,1,1,0,0,12,0,464.61
0,1,0,74,0,0,0,780,0,3865.0,19,0,0,13,0,0,0,0,8,0,444.02
2,3,0,82,0,0,0,501,0,1075.0,7,0,0,15,0,0,0,0,18,0,235.14
2,5,0,69,0,0,0,117,0,1281.0,14,0,0,14,1,0,0,0,4,0,238.63
0,3,0,31,0,0,0,526,0,537.0,6,0,0,16,0,0,0,0,15,1,1055.79
10,14,0,17,0,0,0,202,20,4396.0,5,1,0,8,2,2,20,0,5,8,1782.92
2,5,0,69,0,0,0,112,0,492.0,13,0,0,12,2,0,0,0,3,0,285.03
0,0,0,0,0,0,0,817,0,148.0,21,0,0,17,0,0,0,0,26,0,708.55
0,1,0,66,0,0,0,607,0,12.0,10,0,0,17,0,0,0,0,21,0,201.98
0,1,0,80,0,0,0,24,0,783.0,15,0,0,16,1,0,0,0,24,0,166.59
2,6,0,69,0,0,0,110,0,839.0,14,0,0,16,1,0,0,0,6,0,179.25
3,2,0,107,0,0,0,431,44,1701.0,14,0,1,5,2,1,44,0,8,6,1020.58
26,14,0,11,28,3,4,473,449,26582.0,6,16,3,4,6,14,545,12,6,80,3133.88
3,14,0,76,0,0,0,210,0,1809.0,6,0,0,12,1,0,0,0,7,1,335.35
23,10,2,78,51,1,4,345,323,8699.0,9,13,0,3,3,32,581,8,12,53,2749.78
1,10,0,64,0,0,0,135,0,197.0,7,0,0,14,1,0,0,0,8,1,301.84
0,7,0,70,0,0,0,365,0,1070.0,15,0,0,11,2,0,0,0,20,1,1684.74
2,3,0,17,0,0,0,649,0,629.0,5,0,0,15,0,0,0,0,14,1,1351.98
10,22,1,85,4,2,0,721,76,10778.0,3,3,0,7,2,18,92,0,8,59,2643.55
6,10,0,17,0,2,0,214,44,13304.0,4,0,1,8,1,4,44,0,6,26,1988.6
26,15,4,11,20,2,0,474,403,25121.0,6,9,3,5,3,17,491,4,6,75,2788.71
3,8,0,69,0,0,0,105,0,476.0,11,0,0,12,0,0,0,0,3,0,247.44
22,20,0,52,24,0,2,352,289,3193.0,6,20,2,5,4,44,345,0,12,33,3356.67
7,11,1,26,173,1,71,306,222,4318.0,11,5,2,1,6,8,597,12,11,58,2501.88
7,12,7,91,178,11,34,482,124,7658.0,10,18,17,1,8,13,625,40,7,52,6251.15
0,4,0,77,0,0,0,86,0,809.0,12,0,0,15,0,0,0,0,7,0,215.69
0,3,0,82,0,0,0,522,0,224.0,6,0,0,16,0,0,0,0,16,0,238.62
2,10,0,70,0,0,0,290,89,38.0,13,0,0,5,1,1,101,0,14,5,2037.63
17,16,1,28,4,1,0,691,28,2987.0,2,1,4,8,2,4,36,0,11,32,2204.9
4,15,0,75,0,0,0,200,4,1033.0,5,0,1,9,1,0,4,0,5,8,790.32
19,16,0,52,16,0,2,340,278,3303.0,7,17,5,5,2,40,330,0,12,42,3370.74
15,5,1,26,192,8,39,310,140,2125.0,10,6,5,0,4,12,621,103,10,61,2740.94
4,14,1,26,16,0,0,298,397,4075.0,11,2,4,3,2,2,473,4,13,39,2328.71
0,1,0,80,0,0,0,29,0,472.0,14,0,0,16,1,0,0,0,23,0,220.34
0,2,0,82,0,0,0,495,0,463.0,9,0,0,19,0,0,0,0,20,0,220.33
3,6,0,14,0,0,0,179,60,6409.0,12,2,0,6,1,0,64,4,4,6,2321.62
0,0,0,66,0,0,0,589,0,599.0,12,0,0,19,0,0,0,0,23,0,205.87
0,1,0,66,0,0,0,612,0,366.0,12,0,0,21,0,0,0,0,23,0,188.69
24,11,2,52,4,0,0,351,97,2884.0,4,3,1,6,1,18,121,4,11,47,2884.55
1,2,0,82,0,0,0,609,0,28.0,9,0,0,17,0,0,0,0,20,0,179.43
1,6,0,31,0,0,0,513,0,8072.0,4,0,0,14,0,0,0,0,15,1,1373.45
0,6,0,74,0,0,0,749,0,45.0,19,0,0,11,0,0,0,0,9,1,364.26
0,1,0,74,0,0,0,738,0,367.0,21,0,0,14,0,0,0,0,11,0,333.32
0,4,0,90,0,0,0,249,0,107.0,13,0,0,17,0,0,0,0,8,0,200.86
0,3,0,0,0,0,0,813,0,1.0,23,0,0,18,0,0,0,0,27,0,513.83
1,2,0,81,0,0,0,574,0,855.0,7,0,0,14,0,0,0,0,18,0,410.3
7,13,1,24,0,0,0,329,32,3341.0,10,2,4,7,0,1,32,0,16,6,1487.54
2,4,0,89,0,0,0,36,0,2298.0,11,0,1,11,1,0,0,0,18,0,701.34
0,0,0,40,0,0,0,152,0,1021.0,13,0,0,19,0,0,0,0,12,0,247.49
2,3,0,81,0,0,0,501,0,1075.0,7,0,0,15,0,0,0,0,18,0,356.16
2,3,0,19,0,0,0,98,0,567.0,12,0,0,11,0,0,0,0,2,0,478.56
2,8,0,34,0,0,0,746,0,1135.0,17,0,0,10,0,0,0,0,8,1,500.06
1,3,0,19,0,0,0,113,0,1912.0,13,0,0,12,1,0,0,0,3,0,509.68
6,9,0,36,4,0,0,355,79,3972.0,11,5,0,6,2,0,91,0,15,9,1218.19
3,8,0,68,0,0,0,428,0,2286.0,16,0,1,8,0,0,0,0,9,0,841.99
0,0,0,67,0,0,0,281,0,875.0,11,0,0,19,0,0,0,0,14,0,1111.7
0,0,0,65,0,0,0,59,0,391.0,13,0,0,17,0,0,0,0,23,0,128.8
2,6,0,19,0,0,0,112,0,492.0,14,0,0,13,2,0,0,0,3,0,447.74
0,0,0,9,0,0,0,275,0,229.0,13,0,0,22,0,0,0,0,17,0,145.61
0,0,0,66,0,0,0,588,0,457.0,13,0,0,21,0,0,0,0,24,0,172.29
2,10,0,34,0,0,0,746,0,1135.0,17,0,0,10,0,0,0,0,7,1,514.67
0,2,0,31,0,0,0,677,0,512.0,9,0,0,19,0,0,0,0,18,0,1139.91
0,1,0,50,0,0,0,493,0,194.0,10,0,0,20,0,0,0,0,20,0,76.52
0,1,0,34,0,0,0,738,0,367.0,21,0,0,14,0,0,0,0,11,0,441.26
1,0,0,66,0,0,0,602,0,689.0,13,0,0,19,0,0,0,0,24,0,195.78
0,0,0,65,0,0,0,66,0,3.0,11,0,0,17,0,0,0,0,22,0,192.85
3,7,0,77,0,0,0,111,0,663.0,13,0,0,15,1,0,0,0,6,0,214.36
11,8,2,100,24,0,0,293,406,6843.0,9,2,0,4,2,5,485,8,13,63,1811.18
0,2,0,82,0,0,0,611,0,2.0,8,0,0,16,0,0,0,0,20,0,176.52
10,12,1,36,4,0,0,353,92,1897.0,9,6,0,5,3,5,112,0,14,28,1277.61
21,18,3,85,20,2,0,474,432,25121.0,6,9,3,4,3,30,529,4,7,59,3432.78
0,9,0,79,0,0,0,156,0,587.0,10,0,0,14,0,0,0,0,7,0,720.34
5,11,2,36,0,1,0,358,100,4080.0,9,4,3,6,1,5,120,0,14,51,1405.82
0,1,0,31,0,0,0,497,0,483.0,9,0,0,19,0,0,0,0,19,0,920.75
1,11,0,34,0,0,0,751,4,347.0,15,0,0,9,0,0,4,0,5,0,627.33
27,20,4,98,24,2,1,462,477,11443.0,5,12,7,4,5,23,609,8,9,24,3195.2
0,2,0,50,0,0,0,675,0,527.0,9,0,0,19,0,0,0,0,18,0,120.46
1,2,0,66,0,0,0,609,0,28.0,9,0,0,17,0,0,0,0,20,0,280.05
0,4,0,31,0,0,0,650,0,1483.0,6,0,0,16,0,0,0,0,14,1,1168.59
2,2,0,81,0,0,0,501,0,1075.0,7,0,0,15,0,0,0,0,19,0,394.52
4,10,0,81,0,0,0,697,0,1311.0,2,0,0,12,1,0,0,0,13,1,423.1
3,6,0,70,0,0,0,394,12,992.0,12,1,1,8,0,1,12,0,17,1,1983.98
