n_university_in_1km_to_2km,near_AEON_Mall_2_in_km,n_hospital_in_3km_to_5km,n_atm_in_1km,n_hotel_in_1km_to_2km,n_university_in_2km_to_3km,near_Phnom_Penh_Airport_in_km,n_borey_5km,n_cafe_5km,n_cafe_in_1km,address_line_2,n_bank_in_1km,n_university_in_3km_to_5km,n_hotel_in_1km,n_university_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,near_Koh_Pich_in_km,n_hotel_in_2km_to_3km,n_hospital_in_2km_to_3km,near_AEON_Mall_3_in_km,n_hospital_in_1km,price_per_m2
0,11,0,0,0,0,5,5,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,1140.83
0,15,0,0,0,0,15,0,1,1,-1,0,0,0,0,0,0,-1,0,23,0,0,26,0,130.83
0,10,0,0,0,0,13,0,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,22,0,162.38
0,4,0,0,0,0,6,17,20,0,-1,0,2,0,0,0,0,-1,0,12,1,0,15,0,1057.6
0,13,1,0,0,1,15,15,19,0,-1,0,1,0,0,0,0,-1,0,4,0,1,7,0,893.75
41,2,78,8,6,19,6,31,162,1,-1,0,29,1,14,9,0,-1,3,6,5,17,10,0,3803.9
0,1,2,0,0,0,7,28,51,0,-1,0,41,0,0,0,0,-1,0,9,3,0,14,0,1298.03
0,12,0,0,0,0,6,3,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,17,0,209.41
4,6,20,0,3,17,3,40,81,0,-1,0,63,0,1,0,0,-1,2,7,4,2,8,1,2417.35
9,3,11,0,5,11,3,28,81,3,-1,0,57,0,2,0,0,-1,1,9,5,2,11,0,2801.93
0,7,3,0,1,0,0,20,35,3,-1,0,18,1,0,0,0,-1,0,11,4,0,11,0,1900.57
0,14,0,0,0,0,7,4,4,0,-1,0,1,0,0,0,0,-1,0,17,0,0,14,0,895.19
0,4,0,0,0,0,7,13,16,0,-1,0,1,0,0,0,0,-1,0,13,0,0,16,0,1100.69
1,11,0,0,0,0,4,12,7,0,-1,0,0,1,0,0,0,-1,0,14,1,0,11,0,1051.57
4,8,72,4,10,6,11,19,135,7,-1,0,25,3,0,0,0,-1,1,0,27,24,7,0,2642.56
0,14,0,0,0,0,8,3,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,18,0,1240.97
0,13,0,0,0,0,6,10,7,0,-1,0,1,0,0,0,0,-1,0,15,1,0,11,0,452.4
26,1,73,4,6,37,6,30,132,2,-1,0,34,1,1,4,0,-1,2,7,4,10,11,0,3250.72
9,3,11,0,5,11,3,29,78,3,-1,0,57,1,1,0,0,-1,0,9,4,2,11,0,2925.75
0,8,0,0,0,0,16,5,5,0,-1,0,1,0,0,0,0,-1,0,10,1,0,18,0,199.23
0,18,0,0,0,0,17,1,7,0,-1,0,0,0,0,0,0,-1,0,10,0,0,6,0,409.18
0,20,0,0,0,0,13,0,1,0,-1,0,0,0,0,0,0,-1,0,23,0,0,18,0,149.96
0,10,0,0,0,0,6,7,4,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,372.38
23,4,56,0,5,39,4,37,128,3,-1,0,26,1,8,2,0,-1,0,7,4,4,9,2,2882.92
0,13,0,0,0,0,6,13,5,1,-1,0,1,0,0,0,0,-1,0,15,1,0,10,0,382.95
0,9,0,0,0,0,16,4,3,0,-1,0,0,0,0,0,0,-1,0,15,0,0,22,0,1723.14
0,12,0,0,0,0,6,4,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,473.36
0,10,0,0,0,0,6,6,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,468.93
3,3,75,8,1,8,10,21,115,0,-1,0,61,0,1,1,4,-1,0,6,9,8,12,0,2578.26
0,8,0,0,0,0,3,14,13,0,-1,0,1,0,0,0,0,-1,0,14,0,0,14,0,474.51
0,11,0,0,0,0,7,5,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,18,0,186.9
1,5,0,0,0,0,13,12,18,1,-1,0,2,0,0,0,0,-1,0,10,1,0,17,0,616.6
0,19,0,0,0,0,14,7,2,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,253.29
0,13,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,18,0,179.79
0,16,0,0,0,0,8,1,2,0,-1,0,0,0,0,0,0,-1,0,18,0,0,14,0,1037.6
40,4,10,59,15,29,7,25,195,8,-1,22,28,1,14,0,0,-1,1,4,59,36,9,14,4903.12
0,12,0,0,0,1,5,22,10,1,-1,0,0,0,0,0,0,-1,0,13,1,0,9,0,608.4
0,10,0,0,0,0,5,8,5,0,-1,0,0,0,0,0,0,-1,0,16,0,0,15,0,480.71
0,17,0,0,0,0,18,5,1,0,-1,0,0,0,0,0,0,-1,0,9,0,0,9,0,293.11
0,3,0,0,0,1,10,20,31,1,-1,0,6,0,0,0,0,-1,0,10,0,0,16,0,861.45
0,7,0,0,0,0,14,7,12,1,-1,0,0,0,0,0,0,-1,0,14,0,0,20,0,556.2
0,4,0,0,0,0,10,17,25,3,-1,0,3,0,0,0,0,-1,0,11,0,0,17,0,1038.43
0,4,1,0,1,0,5,19,34,0,-1,0,9,0,0,0,0,-1,0,12,0,0,15,0,1263.55
0,10,25,0,0,2,10,21,91,1,-1,0,16,0,0,0,0,-1,0,4,3,1,3,0,2640.62
10,6,12,102,49,12,9,14,171,18,-1,11,56,18,8,14,12,-1,15,1,13,27,8,12,6349.79
0,6,5,0,2,4,0,21,38,5,-1,0,16,1,0,0,0,-1,0,11,4,0,11,0,2007.74
0,17,0,0,0,0,11,6,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,171.64
0,16,0,0,0,1,18,6,1,0,-1,0,0,0,0,0,0,-1,0,8,0,0,10,0,435.91
2,5,6,4,2,13,2,33,70,2,-1,0,54,2,4,1,0,-1,0,9,4,5,10,0,2284.46
2,9,75,4,9,6,11,15,127,5,-1,0,22,0,1,0,0,-1,1,0,23,22,7,0,2266.66
0,14,0,0,0,0,7,5,5,0,-1,0,1,0,0,0,0,-1,0,18,0,0,15,0,1083.41
0,18,0,0,0,0,13,10,3,1,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,215.24
0,15,0,0,0,0,11,1,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,22,0,213.77
0,5,1,0,1,1,4,15,30,0,-1,0,9,0,0,0,0,-1,1,12,0,0,14,0,2323.92
0,17,0,0,0,0,10,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,321.12
1,11,0,0,0,0,9,32,32,0,-1,0,1,0,0,0,0,-1,0,7,0,0,1,0,538.34
22,3,39,20,3,27,6,28,190,4,-1,0,24,1,26,2,4,-1,3,5,17,48,9,5,3982.92
0,5,0,0,0,1,12,13,19,0,-1,0,2,0,0,0,0,-1,0,11,0,0,17,0,1167.72
0,9,0,0,1,0,16,5,4,0,-1,0,1,0,0,0,0,-1,0,13,0,0,21,0,1763.8
0,17,0,0,0,0,9,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,15,0,161.64
1,9,58,0,2,2,10,24,109,3,-1,0,24,0,0,0,0,-1,0,4,3,1,3,0,2236.97
0,16,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,23,0,0,24,0,254.54
0,5,0,0,0,0,6,14,19,0,-1,0,1,0,0,0,0,-1,0,13,1,0,16,0,824.5
22,3,39,16,5,25,6,28,190,4,-1,0,28,1,16,6,8,-1,3,5,17,50,9,6,3434.24
0,18,0,0,0,0,12,2,0,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,106.54
0,15,0,0,0,0,22,2,0,0,-1,0,0,0,0,0,0,-1,0,18,0,0,25,0,725.73
0,8,9,0,0,4,4,32,45,1,-1,0,26,0,0,0,0,-1,2,8,2,0,6,0,1972.08
0,0,10,0,1,6,7,27,75,8,-1,4,62,0,0,0,0,-1,0,9,1,0,14,0,2912.45
0,11,0,0,0,0,5,7,6,0,-1,0,1,0,0,0,0,-1,0,16,0,0,15,0,405.68
0,7,0,0,0,0,2,16,23,1,-1,0,6,0,0,0,0,-1,0,13,2,0,13,0,1568.7
0,16,0,0,0,0,18,7,6,0,-1,0,1,0,0,0,0,-1,0,8,0,0,8,0,476.7
0,13,0,0,0,0,9,26,10,0,-1,0,0,0,0,0,0,-1,0,11,0,0,4,0,252.0
1,8,78,12,4,13,9,30,142,10,-1,4,36,0,1,3,0,-1,2,3,7,17,5,0,2705.21
0,18,0,0,0,0,10,0,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,15,0,176.79
0,10,0,0,0,0,5,9,5,0,-1,0,0,0,0,0,0,-1,0,16,0,0,15,0,392.89
0,9,6,0,0,2,6,36,32,2,-1,0,9,0,0,0,0,-1,1,8,0,0,4,0,1611.71
0,16,0,0,0,0,10,2,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,20,0,95.63
0,6,5,0,2,4,0,22,39,5,-1,0,16,1,0,0,0,-1,0,11,5,0,11,0,1886.23
0,20,0,0,0,0,13,0,0,0,-1,0,0,0,0,0,0,-1,0,20,1,0,13,0,253.7
0,7,2,0,2,1,0,24,34,0,-1,0,10,1,0,0,0,-1,0,11,3,0,10,0,1793.74
0,5,0,0,0,0,3,14,25,0,-1,0,6,0,0,0,0,-1,0,12,1,0,14,0,1232.44
0,16,0,0,0,0,12,11,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,282.92
0,16,0,0,0,0,10,1,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,19,0,91.67
0,7,0,0,0,0,3,12,20,0,-1,0,4,0,0,0,0,-1,0,13,0,0,14,0,503.93
0,13,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,25,0,138.73
1,9,7,0,0,3,6,33,57,2,-1,0,17,0,0,0,0,-1,0,7,0,1,5,0,2062.74
0,15,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,20,0,94.05
0,13,1,0,0,0,15,16,23,0,-1,0,1,0,0,0,0,-1,0,5,0,1,6,0,864.92
1,9,0,0,2,0,2,15,19,2,-1,0,0,0,0,0,0,-1,0,13,2,0,12,0,1617.29
0,15,0,0,0,0,8,5,3,1,-1,0,0,0,0,0,0,-1,0,16,0,0,11,0,394.63
0,16,0,0,0,0,12,12,3,1,-1,0,0,0,0,0,0,-1,0,13,0,0,5,0,284.08
0,19,0,0,0,0,14,5,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,7,0,203.54
0,15,0,0,0,0,14,0,1,1,-1,0,0,0,0,0,0,-1,0,23,0,0,25,0,196.61
0,12,0,0,1,1,5,11,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,11,0,1501.52
0,10,0,0,0,0,14,1,3,0,-1,0,0,0,0,0,0,-1,0,18,0,0,23,0,215.21
0,11,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,176.07
20,5,4,126,62,44,8,21,184,15,-1,40,37,10,5,6,46,-1,12,3,11,14,8,32,5762.3
0,10,0,0,0,0,17,4,2,0,-1,0,0,0,0,0,0,-1,0,14,1,0,21,0,206.39
0,12,0,0,0,0,9,2,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,92.92
1,14,1,0,0,0,18,8,4,1,-1,0,0,0,0,0,0,-1,0,6,0,0,10,0,561.97
12,4,14,4,6,9,3,33,88,1,-1,0,57,1,2,2,0,-1,0,8,4,4,10,0,2445.6
0,17,0,0,0,0,12,14,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,82.58
1,4,3,0,0,1,12,16,38,1,-1,0,7,0,1,0,0,-1,0,8,0,0,15,0,699.71
0,12,0,0,1,1,5,18,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,10,0,1208.66
0,13,1,0,0,1,15,15,17,0,-1,0,0,0,0,0,0,-1,0,5,0,1,7,0,835.67
0,12,0,0,0,1,9,29,18,0,-1,0,1,0,0,0,0,-1,0,8,0,0,1,0,543.46
1,6,0,0,0,0,14,9,10,0,-1,0,2,0,0,0,0,-1,0,9,1,0,17,0,218.5
0,9,0,0,0,0,6,9,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,423.5
0,12,0,0,0,0,7,25,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,6,0,598.66
0,16,0,0,0,0,12,11,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,285.05
0,11,0,0,0,0,15,1,4,0,-1,0,0,0,0,0,0,-1,0,18,0,0,24,0,912.5
9,7,44,20,16,11,9,24,158,13,-1,8,54,2,2,9,8,-1,6,1,28,42,6,7,3753.27
0,15,0,0,0,0,22,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,27,0,411.81
0,14,0,0,0,0,20,3,1,0,-1,0,0,0,0,0,0,-1,0,18,0,0,25,0,570.57
0,8,0,0,0,0,6,9,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,17,0,429.12
14,6,14,32,7,51,7,23,182,11,-1,4,36,0,7,7,4,-1,4,3,41,38,7,7,6534.0
0,9,1,0,1,1,3,30,24,0,-1,0,3,0,0,0,0,-1,0,11,4,0,8,0,1593.13
0,13,1,0,0,0,15,16,23,0,-1,0,1,0,0,0,0,-1,0,5,0,1,6,0,957.52
0,12,0,0,0,1,9,31,16,0,-1,0,1,0,0,0,0,-1,0,8,0,0,2,0,580.16
1,9,0,0,2,0,2,16,20,1,-1,0,0,1,0,0,0,-1,0,13,2,0,11,0,1664.97
1,10,0,0,1,0,3,11,14,0,-1,0,0,0,0,0,0,-1,0,14,2,0,12,0,1507.76
0,6,0,0,0,0,3,13,21,0,-1,0,6,0,0,0,0,-1,0,13,0,0,14,0,569.89
1,12,0,0,0,0,4,17,9,0,-1,0,0,1,0,0,0,-1,0,13,0,0,10,0,1244.86
0,16,1,0,0,0,17,11,6,0,-1,0,1,0,0,0,0,-1,0,7,0,0,8,0,532.45
0,14,0,0,0,0,7,3,4,0,-1,0,1,0,0,0,0,-1,0,17,0,0,13,0,431.04
0,10,0,0,0,0,3,10,12,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,398.29
0,6,0,0,0,0,2,16,27,1,-1,0,11,0,0,0,0,-1,0,12,3,0,13,0,1291.69
0,6,0,0,0,0,13,13,13,0,-1,0,2,0,0,0,0,-1,0,12,0,0,19,0,1847.87
0,18,0,0,0,0,11,3,1,0,-1,0,0,0,0,0,0,-1,0,17,0,0,10,0,636.43
0,5,0,0,0,1,12,13,18,0,-1,0,2,0,0,0,0,-1,0,11,0,0,18,0,631.81
0,15,0,0,0,0,10,2,0,0,-1,0,0,0,0,0,0,-1,0,21,0,0,20,0,105.17
0,9,0,0,0,0,14,3,6,0,-1,0,0,0,0,0,0,-1,0,16,0,0,22,0,858.03
1,9,73,0,3,7,10,20,115,1,-1,4,24,1,0,2,0,-1,1,2,9,17,5,0,2318.29
0,16,0,0,0,0,11,2,0,0,-1,0,0,0,0,0,0,-1,0,22,0,0,21,0,89.9
0,11,26,0,1,1,12,17,86,1,-1,0,13,0,0,2,0,-1,0,3,2,2,5,0,1700.48
0,19,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,16,0,192.89
0,9,0,0,3,1,1,18,19,2,-1,0,0,0,0,0,0,-1,0,13,0,0,12,0,1748.22
0,13,0,0,0,0,6,19,6,0,-1,0,1,0,0,0,0,-1,0,13,1,0,9,0,315.8
1,8,9,0,0,4,5,34,53,0,-1,0,19,0,0,0,0,-1,0,8,0,1,5,0,1571.7
0,12,0,0,0,0,19,2,1,0,-1,0,0,0,0,0,0,-1,0,15,0,0,23,0,201.01
0,14,0,0,0,0,21,2,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,171.37
0,11,0,0,0,0,19,2,1,0,-1,0,0,0,0,0,0,-1,0,14,0,0,22,0,179.77
0,13,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,23,0,194.38
0,12,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,20,0,0,22,0,194.79
0,17,0,0,0,0,18,5,6,0,-1,0,0,0,0,0,0,-1,0,9,0,0,8,0,311.26
0,12,0,0,0,0,6,23,9,0,-1,0,1,0,0,0,0,-1,0,12,0,0,7,0,579.1
0,17,0,0,0,0,13,10,3,1,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,189.72
0,9,0,0,0,0,3,11,14,0,-1,0,1,0,0,0,0,-1,0,14,0,0,14,0,414.94
1,14,1,0,0,0,18,8,4,1,-1,0,0,0,0,0,0,-1,0,6,0,0,11,0,620.12
1,8,2,0,3,0,1,24,28,0,-1,0,6,1,0,0,0,-1,0,11,1,0,9,0,1954.38
0,1,8,0,1,4,7,28,66,3,-1,0,56,0,0,0,0,-1,0,9,1,0,14,0,2822.14
0,4,1,0,1,0,5,19,32,0,-1,0,8,0,0,0,0,-1,0,12,0,0,15,0,1073.44
0,16,0,0,0,0,11,9,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,6,0,222.54
0,18,0,0,0,0,10,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,17,0,174.36
0,15,0,0,0,0,12,11,7,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,280.21
6,4,6,4,2,8,2,27,59,3,-1,0,37,0,0,1,0,-1,0,10,8,1,11,0,2562.01
7,8,75,12,4,12,8,29,156,6,-1,0,61,0,0,5,8,-1,4,3,8,21,5,0,3955.01
0,14,1,0,0,0,14,14,26,0,-1,0,0,0,0,0,0,-1,0,6,0,1,4,0,571.84
0,14,2,0,0,1,16,13,13,0,-1,0,0,0,0,0,0,-1,0,6,0,0,8,0,601.0
0,15,0,0,0,0,12,1,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,23,0,189.54
0,17,0,0,0,0,18,6,3,0,-1,0,0,0,0,0,0,-1,0,8,0,0,8,0,359.22
27,4,26,54,48,39,8,19,188,15,-1,5,35,5,4,1,15,-1,4,4,21,23,10,9,4162.71
0,16,0,0,0,0,14,0,1,0,-1,0,0,0,0,0,0,-1,0,24,0,0,25,0,189.26
0,13,0,0,0,0,9,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,20,0,94.66
0,14,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,23,0,229.65
9,6,16,46,49,11,10,14,170,14,-1,6,56,17,7,14,16,-1,7,1,12,26,8,11,5977.1
0,13,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,23,0,198.56
43,4,6,28,37,32,8,24,191,10,-1,7,27,4,5,3,38,-1,6,3,43,25,9,27,5461.66
0,11,0,0,0,1,8,36,20,0,-1,0,1,0,0,0,0,-1,0,9,0,0,3,0,1275.2
1,9,62,0,2,5,9,29,113,0,-1,0,27,0,0,0,0,-1,0,4,3,8,4,0,3234.74
1,2,1,0,0,0,9,25,49,1,-1,0,10,0,0,1,0,-1,0,9,0,0,15,0,1452.67
0,9,0,0,0,0,3,12,14,0,-1,0,1,0,0,0,0,-1,0,14,0,0,14,0,340.43
0,13,0,0,0,0,10,23,12,0,-1,0,1,0,0,0,0,-1,0,10,0,0,2,0,287.8
0,19,0,0,0,0,20,1,0,0,-1,0,0,0,0,0,0,-1,0,11,0,0,10,0,420.04
0,10,1,0,0,0,6,35,16,0,-1,0,5,0,0,0,0,-1,0,9,0,0,5,0,659.27
0,8,0,0,0,0,2,14,19,0,-1,0,1,0,0,0,0,-1,0,14,1,0,14,0,556.48
0,16,0,0,0,1,19,5,1,0,-1,0,0,0,0,0,0,-1,0,8,0,0,12,0,460.84
0,12,0,0,1,1,5,6,7,0,-1,0,0,0,0,0,0,-1,0,15,0,0,12,0,1115.89
0,15,0,0,0,1,18,6,1,0,-1,0,0,0,0,0,0,-1,0,7,0,0,10,0,532.91
0,3,0,0,0,1,9,21,31,4,-1,0,6,0,0,0,0,-1,0,11,0,0,16,0,1374.74
0,12,0,0,0,1,5,17,5,0,-1,0,0,0,0,0,0,-1,0,14,1,0,9,0,1668.57
0,7,0,0,1,0,15,8,9,0,-1,0,1,0,0,0,0,-1,0,12,0,0,19,0,1653.45
0,12,0,0,0,0,6,4,3,0,-1,0,0,0,0,0,0,-1,0,17,0,0,16,0,471.89
0,15,2,0,0,1,17,13,10,0,-1,0,0,0,0,0,0,-1,0,6,0,0,9,0,573.36
0,16,0,0,0,0,13,12,12,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,551.83
0,13,0,0,0,0,8,26,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,5,0,596.44
14,5,9,178,26,29,9,13,180,19,-1,41,50,39,4,6,75,-1,21,2,5,13,9,29,5779.15
0,10,13,0,0,1,7,38,61,1,-1,0,17,0,0,0,0,-1,0,6,0,0,3,0,1651.85
0,10,15,0,0,1,10,25,76,2,-1,0,13,0,0,0,0,-1,0,5,2,0,2,0,2381.64
6,2,67,0,1,4,9,21,113,2,-1,0,66,0,0,3,0,-1,0,7,2,2,13,0,1512.92
19,5,72,12,1,54,5,30,180,3,-1,0,36,0,1,2,0,-1,2,5,5,29,7,1,3598.04
0,15,0,0,0,0,11,15,8,0,-1,0,0,0,0,0,0,-1,0,11,0,0,3,0,282.68
1,6,0,0,0,0,13,9,15,0,-1,0,2,0,0,0,0,-1,0,9,0,0,16,0,1813.67
1,10,3,0,0,0,8,36,43,0,-1,0,10,0,0,1,0,-1,0,7,0,0,2,0,1530.67
1,9,68,0,2,5,10,21,112,3,-1,4,23,1,0,0,0,-1,1,3,2,9,4,0,2539.68
0,19,0,0,0,0,13,4,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,9,0,123.09
0,14,0,0,0,0,7,6,4,0,-1,0,1,0,0,0,0,-1,0,16,0,0,12,0,1190.96
7,6,23,24,6,27,8,24,179,9,-1,0,59,2,8,11,8,-1,8,3,31,51,6,7,6136.87
0,10,49,0,0,2,13,14,84,6,-1,0,14,0,0,0,0,-1,0,2,4,2,8,1,1947.19
0,6,78,4,11,9,11,10,120,4,-1,0,44,0,1,3,0,-1,2,4,47,20,11,1,2468.71
0,13,0,0,0,0,13,0,1,1,-1,0,0,0,0,0,0,-1,0,22,0,0,24,0,229.32
0,4,0,0,0,0,10,18,26,3,-1,0,3,0,0,0,0,-1,0,11,0,0,17,0,1195.37
7,2,70,8,1,47,8,22,153,10,-1,4,40,2,2,7,8,-1,5,6,10,24,11,0,4477.65
0,14,0,0,0,0,6,5,5,0,-1,0,1,0,0,0,0,-1,0,17,0,0,15,0,1005.16
0,14,0,0,0,0,6,4,8,0,-1,0,1,0,0,0,0,-1,0,16,0,0,13,0,345.42
0,14,0,0,0,0,21,2,1,0,-1,0,0,0,0,0,0,-1,0,16,0,0,24,0,591.57
0,5,0,0,0,0,6,14,19,0,-1,0,1,0,0,0,0,-1,0,13,1,0,16,0,1037.34
0,15,0,0,0,0,11,18,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,220.69
11,5,14,134,15,20,9,15,168,12,-1,20,57,34,3,3,104,-1,14,3,13,28,10,17,3050.11
6,7,76,0,0,6,6,36,118,1,-1,0,66,0,1,0,0,-1,0,5,1,5,5,0,3131.9
0,16,0,0,0,0,18,6,1,0,-1,0,1,0,0,0,0,-1,0,8,0,0,10,0,436.01
6,5,42,32,46,9,10,14,150,7,-1,0,65,7,1,0,8,-1,3,3,17,43,11,1,2633.98
0,12,3,0,0,1,14,12,28,0,-1,0,3,0,0,1,0,-1,0,3,0,0,8,0,849.0
0,19,0,0,0,0,12,0,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,13,0,261.53
47,2,78,4,5,16,6,31,158,2,-1,0,36,0,7,8,4,-1,3,6,5,11,11,0,3883.25
33,5,19,20,5,39,7,26,180,5,-1,0,38,0,2,4,4,-1,1,4,24,46,7,6,3295.08
0,13,0,0,0,0,10,29,19,0,-1,0,1,0,0,0,0,-1,0,8,0,0,1,0,585.52
7,2,71,8,1,47,8,23,153,10,-1,4,41,3,1,7,8,-1,4,6,9,22,11,0,4437.22
0,15,0,0,0,0,11,20,7,0,-1,0,0,0,0,0,0,-1,0,12,0,0,4,0,274.03
0,19,0,0,0,0,12,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,17,0,155.25
0,9,0,0,2,1,2,15,18,2,-1,0,0,0,0,0,0,-1,0,13,1,0,12,0,1659.54
0,7,0,0,0,0,5,11,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,16,0,883.21
3,9,75,0,8,5,11,19,126,2,-1,0,22,1,1,0,0,-1,1,1,14,21,7,0,4939.71
0,16,0,0,0,0,9,3,1,0,-1,0,0,0,0,0,0,-1,0,21,0,0,19,0,921.95
0,12,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,19,0,183.19
0,3,0,0,0,1,9,23,35,0,-1,0,6,0,0,0,0,-1,0,10,0,0,16,0,1197.57
0,6,0,0,0,0,7,9,7,0,-1,0,0,0,0,0,0,-1,0,14,0,0,17,0,840.92
0,3,0,0,0,0,7,20,29,0,-1,0,2,0,0,0,0,-1,0,12,1,0,15,0,1128.51
0,12,0,0,0,0,8,28,15,0,-1,0,2,0,0,0,0,-1,0,9,0,0,2,0,1170.28
6,8,75,16,3,10,8,30,160,9,-1,4,63,2,1,8,8,-1,3,3,7,21,5,0,5083.08
0,18,0,0,0,0,11,0,1,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,155.57
4,1,24,4,1,26,6,27,94,5,-1,4,53,2,0,2,0,-1,1,8,5,2,12,0,3004.08
0,17,0,0,0,0,11,9,3,0,-1,0,0,0,0,0,0,-1,0,14,0,0,7,0,175.88
1,2,1,0,0,0,9,24,54,1,-1,0,11,0,0,0,0,-1,0,9,0,0,15,0,1316.58
0,15,0,0,0,0,7,7,4,1,-1,0,1,0,0,0,0,-1,0,16,0,0,11,0,1195.69
0,13,0,0,0,0,6,15,5,0,-1,0,1,0,0,0,0,-1,0,14,1,0,9,0,415.45
1,10,0,0,2,0,3,14,18,0,-1,0,0,0,0,0,0,-1,0,14,2,0,12,0,438.7
0,7,0,0,0,1,14,8,12,0,-1,0,2,0,0,0,0,-1,0,10,1,0,17,0,1677.13
11,6,28,20,4,37,7,24,175,9,-1,0,52,0,1,7,12,-1,5,3,20,53,6,3,5393.8
0,9,1,0,1,0,3,34,39,0,-1,0,14,0,0,0,0,-1,0,10,0,1,7,0,1980.2
0,15,0,0,0,0,13,12,13,0,-1,0,0,0,0,0,0,-1,0,10,0,0,2,0,569.56
0,7,0,0,0,0,8,4,2,0,-1,0,0,0,0,0,0,-1,0,15,0,0,18,0,735.72
0,14,0,0,0,0,18,0,1,0,-1,0,0,0,0,0,0,-1,0,22,0,0,27,0,201.46
9,7,45,28,9,13,8,28,166,14,-1,4,59,0,2,10,8,-1,5,2,18,45,6,4,6054.61
1,3,0,0,0,0,10,23,41,3,-1,0,6,0,0,0,0,-1,0,10,0,0,16,0,1359.96
0,16,0,0,0,0,9,1,2,0,-1,0,0,0,0,0,0,-1,0,19,0,0,14,0,1174.83
0,18,0,0,0,0,13,4,2,0,-1,0,0,0,0,0,0,-1,0,16,0,0,8,0,202.82
0,13,0,0,0,0,8,3,0,0,-1,0,0,0,0,0,0,-1,0,19,0,0,19,0,190.21
0,10,0,0,0,0,3,11,12,0,-1,0,1,0,0,0,0,-1,0,15,0,0,14,0,395.27
0,10,2,0,0,0,5,34,19,0,-1,0,8,0,0,0,0,-1,0,9,0,0,5,0,1903.8
0,1,2,0,0,0,7,28,53,0,-1,0,44,0,0,0,0,-1,0,9,2,0,14,0,2574.37
