n_atm_in_1km,n_university_in_2km_to_3km,n_gas_station_in_1km,n_borey_in_3km_to_5km,near_Phnom_Penh_Airport_in_km,near_Phsar_kandal_in_km,n_cafe_in_1km,address_line_2,n_university_in_3km_to_5km,n_mart_in_1km,n_pre_school_in_1km,nearest_atm,h_id,n_super_market_in_1km,n_atm_in_2km_to_3km,n_atm_in_3km_to_5km,n_atm_5km,near_AEON_Mall_3_in_km,n_atm_in_1km_to_2km,n_hospital_in_1km,price_per_m2
0,0,0,3,4.8070663908106175,14.951395683408588,0,82,0,0,0,0,496,0,0,0,11.0,16.256664629772107,0,0,63.43908500319707
0,0,0,4,10.002217408236662,15.035009057231658,0,72,0,0,0,0,125,0,0,0,0.0,7.9847475509688435,0,0,435.4260042962893
0,0,0,2,19.97306447866716,12.857695659979838,0,28,0,0,0,0,782,0,0,0,0.0,10.008509285416812,0,0,103.5320455956095
0,0,0,4,11.247630546578154,15.979372679905175,0,80,0,0,0,0,150,0,0,0,5.0,8.81620595164296,0,0,158.34290858942217
0,0,0,2,8.993336067399888,12.034794808983488,0,64,0,0,0,0,43,0,0,0,0.0,18.04804330271792,0,0,854.2657414096723
0,1,0,13,3.815213691370997,11.886548952618789,0,15,0,0,0,0,678,0,0,0,2.0,9.135335856286716,0,0,1666.208067004856
0,0,0,1,21.03809796931499,15.210990491330609,0,0,0,0,0,0,813,0,0,0,0.0,25.114068543625656,0,0,564.6637067376489
0,0,2,7,12.01496349344869,14.09446359415131,1,70,0,0,0,0,80,0,0,0,1.0,5.038293618361426,0,0,181.08871292922765
0,0,0,11,8.012316965520462,9.02961308780998,0,29,1,0,1,0,344,0,0,4,11.0,15.857757117566232,0,0,1170.5113542941322
0,0,2,2,12.062310653615782,13.127003949278764,0,73,0,0,0,0,15,0,0,0,3.0,21.15876222038579,0,0,172.7365150337495
0,0,1,6,12.95382627398664,15.152396691177591,1,70,0,0,0,0,112,0,0,0,6.0,5.812956460586521,0,0,103.87464027627536
20,30,9,14,8.802841325720657,1.9390697096907108,3,88,59,6,0,4,459,0,286,170,612.0,10.81983206571404,133,1,969.1329622642728
0,0,3,12,8.933603520626868,9.050386993715902,1,79,1,0,0,0,345,0,0,4,0.0,16.07849180884736,0,0,646.4858145901629
0,0,0,3,19.860913117539656,11.932939613931447,0,28,1,0,0,0,793,0,0,0,5.0,10.591363175987542,0,0,167.173270798102
0,0,0,0,14.072097711209736,23.00453384328167,0,9,0,0,0,0,267,0,0,0,0.0,17.96503320217126,0,0,112.64749483450406
0,2,1,3,11.800722168207786,7.077558797501659,1,30,2,0,0,0,405,0,4,12,14.0,15.950560873503983,0,0,721.8343803852653
0,0,0,2,10.087555969612737,12.005791556690053,0,29,0,0,0,0,39,0,0,0,1.0,18.81254816668771,0,0,353.6823590275801
12,12,0,12,9.919254540226431,1.998815089950108,5,37,37,2,3,12,422,3,275,230,591.0,7.121813582127899,64,3,1700.1340700935975
0,0,0,1,8.847650936223445,17.97255106112955,0,26,0,0,0,0,272,0,0,0,0.0,14.121239486375314,0,0,556.9444414509347
0,0,0,4,8.103658875725422,16.21768475283322,0,60,0,0,0,0,140,0,0,0,2.0,10.17881664472325,0,0,697.2568691182178
0,0,0,7,10.989381128588414,11.887637181721194,0,62,0,0,0,0,98,0,0,0,0.0,2.931102925402121,0,0,148.97931526563028
0,0,0,1,11.061191537540838,18.997379793613597,0,59,0,0,0,0,598,0,0,0,0.0,22.977533707499617,0,0,103.0047821688652
0,1,3,17,6.064963137174846,8.066398214089903,1,23,7,0,0,0,210,1,0,4,5.0,3.971962739494233,0,0,2341.2194485356376
0,0,0,11,10.954914439602746,11.076688671994845,0,17,1,0,0,0,99,0,0,0,0.0,1.0961589282149644,0,0,509.58538828531033
0,0,1,12,5.722336840058127,13.828346599543682,1,44,1,0,0,0,660,0,0,0,0.0,10.086218137908602,0,0,239.6609108201979
0,0,0,4,19.181718198963964,8.718800598997891,0,28,1,0,0,0,804,0,0,0,0.0,13.03580084875477,0,0,105.75434861237942
0,2,1,8,10.942307044748883,7.982610549683518,3,21,2,0,1,0,338,0,0,12,6.0,16.789857582512553,0,0,990.0575701850936
20,27,10,13,6.894616581098015,2.8351006271913843,5,88,42,4,12,4,350,4,154,377,598.0,10.970239054359435,50,1,1814.1244662584256
0,0,0,3,6.997204522572388,14.999827204773988,0,74,0,0,0,0,506,0,0,0,3.0,17.96336074764771,0,0,215.2141878505644
0,1,2,8,16.050179264059906,9.159152965929218,0,28,0,0,0,0,779,0,0,0,4.0,7.99880327031388,0,0,742.6545000101436
0,0,0,7,15.05135298210309,14.112266234403526,0,62,0,0,0,0,107,0,0,0,5.0,4.957696968651876,0,0,53.85414536900516
0,0,0,11,13.892472340002326,3.8935239020141896,0,93,10,0,0,0,415,0,4,277,274.0,9.898073945832458,0,0,1208.830191234813
0,0,1,8,5.997405563352785,14.90365431264502,0,44,1,0,0,0,661,0,0,0,0.0,11.100978956193591,0,0,562.6343263408908
0,3,5,21,1.064598222732786,9.096441163341758,5,24,27,0,0,0,697,0,0,24,31.0,10.756867776573603,4,0,2262.8748257290035
0,0,0,19,6.935981468951846,9.049089514556645,0,29,7,0,1,0,327,0,0,20,16.0,14.805672342577653,0,0,1025.0122292066808
4,11,6,23,9.000025470864472,3.902220812677204,4,91,31,0,2,0,476,2,60,347,423.0,3.905985691586616,20,0,3950.201582502939
0,0,0,17,7.0236897855629365,7.074603360799756,0,29,39,0,0,0,331,0,4,40,43.0,13.929343205264304,0,0,1042.4402436582093
0,0,0,2,9.051875020035656,20.08481645173685,0,43,0,0,0,0,681,0,0,0,0.0,19.03243671494515,0,0,59.79892782318781
0,0,1,12,10.045381564330938,10.77305727145631,1,23,0,0,0,0,94,0,0,0,0.0,2.9914118384851136,0,0,344.11075966788644
0,0,0,18,8.896411445070068,13.030864537366403,0,72,0,0,0,0,101,0,0,0,0.0,4.848162981075979,0,0,702.7307057323738
0,0,0,8,17.180233354574977,9.307054900079548,0,28,0,0,0,0,769,0,0,0,1.0,8.948472997128817,0,0,592.8122367996
0,0,0,1,13.158659641601975,13.789126102170105,1,73,0,0,0,0,11,0,0,0,0.0,22.224782121679308,0,0,227.4108138958803
0,0,0,0,12.999105186312184,19.71495780991017,0,33,0,0,0,0,294,0,0,0,14.0,12.991988262295612,0,0,35.75130475846989
0,0,0,1,14.92311535321026,15.818261602466643,0,73,0,0,0,0,25,0,0,0,2.0,24.035613099398724,0,0,79.74378730546724
0,0,0,0,12.809368014623177,20.01157271771679,0,59,0,0,0,0,603,0,0,0,0.0,23.979223425935867,0,0,154.35262213903914
0,0,0,4,14.903120693788532,9.995971516838807,0,27,1,0,0,0,375,0,0,0,0.0,19.971031927785457,0,0,148.34113619492155
0,0,1,1,12.21510405550421,13.134136956311393,0,62,0,0,0,0,82,0,0,0,0.0,3.959237801473392,0,0,95.66447041564004
0,0,0,1,18.953561006678004,13.882723973871585,0,0,0,0,0,0,823,0,0,0,8.0,23.223199385054286,0,0,617.649186144635
32,14,5,24,9.14181318104149,2.155869639938375,11,3,56,9,10,4,473,9,222,233,610.0,5.993491890766566,118,5,5248.271525325997
0,0,0,2,7.939228154752964,18.043772860536585,0,26,0,0,0,0,695,0,0,0,0.0,16.047835056491103,0,0,300.0991162530448
0,0,0,0,13.992851839545352,19.17512770940605,0,58,0,0,0,0,52,0,0,0,3.0,23.892041272010268,0,0,171.89998999467363
0,6,2,11,10.116872453794986,4.10295413045695,1,81,28,0,2,0,181,1,84,377,474.0,5.1087992635687,20,0,2326.0273995211205
0,0,0,1,7.078891006823694,17.0334696238764,0,25,0,0,0,0,527,0,0,0,17.0,16.85376048710194,0,0,671.0064481434622
0,3,0,15,10.06168796054802,4.987329151072459,4,12,20,0,0,0,190,0,20,150,173.0,3.157523910997597,8,0,1718.5084606344433
0,0,0,0,17.118183422706192,18.934858840387392,0,73,0,0,0,0,7,0,0,0,2.0,25.86652011453992,0,0,86.47487929850952
0,1,0,4,11.939328482505683,8.036551884917433,0,66,2,0,1,0,402,0,0,12,18.0,16.99196217572471,0,0,613.7862726256141
0,0,0,2,12.10633712014506,13.02411780466868,0,62,0,0,0,0,81,0,0,0,0.0,3.081802457513102,0,0,239.963714396916
0,2,2,13,9.863403826932148,5.96216348932473,0,30,10,0,1,0,363,0,4,72,82.0,15.090548445488778,0,0,1307.7205973795544
0,1,1,13,4.031517824669045,11.262590971930695,0,68,0,0,0,0,214,0,0,0,0.0,7.893904676322795,0,0,555.3240171667647
0,2,3,15,6.018897822545527,7.831393323052441,0,15,6,0,0,0,206,0,0,8,9.0,4.786060980283126,0,0,1723.021389607952
0,0,0,1,9.0081784946063,18.141881244071488,0,75,0,0,0,0,513,0,0,0,2.0,20.19323794957112,0,0,74.69696738842661
20,8,2,10,9.964217170700865,0.928120885787163,6,22,66,5,0,8,312,3,172,182,597.0,10.971569764399655,223,1,2669.6779770453363
0,0,1,12,1.0604352042075518,10.89264807566648,1,24,0,0,0,0,732,0,0,4,3.0,10.879611423555373,0,0,1388.9260435617186
0,0,0,10,6.184105143076715,11.847379373692943,0,32,0,0,0,0,582,0,0,0,11.0,16.19403892753203,0,0,562.9556578169304
0,0,0,14,9.046565028451916,13.095532158848986,0,69,0,0,0,0,244,0,0,0,0.0,6.031730955506724,0,0,238.22606390786711
0,0,0,14,7.04028918622028,12.827074812207544,0,69,1,0,0,0,136,0,0,0,0.0,7.863315661643935,0,0,148.67646161170632
0,1,3,22,6.980312025093324,9.126062386739132,1,68,3,0,0,0,235,0,0,0,6.0,3.2527932780019704,0,0,947.717713498866
0,0,0,1,14.211339943867422,16.132356143224904,0,73,0,0,0,0,30,0,0,0,0.0,23.074554081921168,0,0,239.89207190922264
0,0,0,6,13.948713665577758,7.249775183377185,0,27,2,0,0,0,398,0,0,12,0.0,15.749107474494933,0,0,142.1369393871571
16,6,0,9,10.966587403699943,0.8982199316203292,6,81,29,5,0,0,428,4,280,196,577.0,8.17700460944849,89,1,4626.106717317363
0,0,1,9,7.064294614290993,14.021944509255867,1,57,1,0,0,0,664,0,0,0,2.0,9.912094343313193,0,0,227.9469407202736
0,0,0,0,12.007366118942214,22.19431696592037,0,43,0,0,0,0,546,0,0,0,0.0,22.264993908710007,0,0,48.1314845662332
0,0,0,16,9.087418243076332,11.937651453339472,0,69,0,0,0,0,243,0,0,0,-0.0,5.172830491303884,0,0,295.413806899538
0,0,0,1,11.93039839540525,18.96743004107578,0,33,0,0,0,0,130,0,0,0,0.0,11.98671841118498,0,0,136.00291013594602
0,4,2,19,8.907731217200158,5.0219068502260304,1,81,28,0,1,0,475,0,52,276,352.0,4.102943360516097,12,0,3569.5507356317007
0,0,0,1,20.121883817463424,14.987531444429267,0,0,0,0,0,0,824,0,0,0,15.0,23.93940131490257,0,0,315.4159880082606
76,36,14,11,7.932788255792282,0.9302900636922434,17,77,37,3,2,10,457,5,116,124,661.0,9.900497334459866,335,22,5065.383690247639
0,0,0,10,3.1383074217860383,12.753964651377212,0,15,0,0,0,0,650,0,0,0,0.0,11.007228089392994,0,0,1170.7849903467902
0,7,6,20,5.978302791393334,5.972055370741225,1,78,43,0,0,0,483,0,24,160,176.0,5.069215953501641,0,0,2627.5767913416826
0,0,0,7,13.01601623761958,9.92177892372891,0,63,2,0,0,0,376,0,0,0,0.0,19.101965456886944,0,0,1894.5462249131187
0,0,0,6,18.014136973246842,10.929892936633712,0,67,0,0,0,0,752,0,0,0,3.0,8.033700347422574,0,0,95.90224160715168
28,11,2,13,10.021647112347653,0.9477616514055404,15,81,46,6,7,16,489,6,283,137,600.0,6.983714690869889,141,4,4832.714259521178
4,31,4,21,5.04549551367834,5.118767227154761,1,86,30,0,2,4,465,2,52,302,374.0,10.141520432575048,16,0,2132.919429718281
0,1,0,14,3.9563118628823646,11.981292815888663,0,15,0,0,0,0,678,0,0,0,0.0,9.02209611084661,0,0,408.6449109297588
0,0,0,14,7.9105589704749075,11.044776796323426,0,68,1,0,0,0,245,0,0,0,0.0,3.820176415584104,0,0,445.5737894378743
0,38,8,27,4.070943581974258,6.022667646920572,4,86,29,0,2,0,744,0,20,203,253.0,8.834016278821888,28,2,1759.2796997637931
0,0,0,1,7.950433833878247,17.044315388301982,0,59,0,0,0,0,515,0,0,0,0.0,18.91318207202953,0,0,241.2730942210415
0,1,0,2,15.109806162553491,6.947579427551503,0,93,0,0,0,0,434,0,0,4,5.0,8.19111574917458,0,0,1015.1861205971674
0,0,0,6,9.090529288906993,11.956263730765194,0,29,0,0,0,0,590,0,0,0,0.0,17.89262861802809,0,0,408.4989950231939
0,1,4,8,2.1069813853660597,12.251640111583876,2,24,0,0,0,0,648,0,0,4,0.0,12.03394919743286,0,0,1620.8952141247682
0,0,0,5,18.08840422310655,8.000275603840695,1,61,0,0,0,0,800,0,0,0,2.0,10.887432736953144,0,0,226.59908148645752
0,0,0,5,17.998427271531057,11.006677574970212,0,28,0,0,0,0,757,0,0,0,0.0,7.977321763871937,0,0,138.20992417276983
0,0,0,2,9.972938608410846,15.949851925425378,0,57,0,0,0,0,121,0,0,0,4.0,8.956093785066154,0,0,222.24987375498583
0,0,0,3,9.995052945623804,12.102289478345236,0,29,0,0,0,0,39,0,0,0,-0.0,19.082633609792893,0,0,369.56786349946935
0,0,0,3,9.895813468502231,16.88666280741428,0,33,0,0,0,0,128,0,0,0,1.0,11.13615745839183,0,0,136.8186199914376
0,0,2,10,0.9511088727742372,9.874316211612024,1,74,11,0,0,0,722,0,4,4,3.0,11.995110796281542,0,0,685.1351854514481
0,0,0,0,11.088282737870802,19.967083897418867,0,9,0,0,0,0,292,0,0,0,7.0,14.05597568635376,0,0,149.5544615449365
24,39,8,14,8.882375218276668,1.9364840679871824,6,77,49,3,0,8,459,3,283,168,635.0,10.865075095762505,150,1,2973.743211668086
0,0,0,0,11.981970606477333,21.175919015372617,0,9,0,0,0,0,277,0,0,0,4.0,17.085482645433665,0,0,101.66213578158752
0,1,0,7,16.94655219283776,8.972972419267048,0,28,0,0,0,0,767,0,0,0,5.0,9.028502929107669,0,0,239.9297963771101
4,14,1,17,2.8255821551590565,6.852656313692505,0,45,51,0,0,0,741,0,16,68,91.0,10.903498312884976,8,0,3347.908061480331
0,0,0,4,14.027222206480372,15.867677637294127,0,70,0,0,0,0,90,0,0,0,13.0,6.977421217617255,0,0,136.67073396210233
0,0,0,2,7.055436856905451,15.079734549672484,0,74,0,0,0,0,567,0,0,0,19.0,18.07948330005702,0,0,175.70102372496933
0,0,0,0,17.07667759459029,19.20828091041647,0,73,0,0,0,0,7,0,0,0,0.0,27.003393073472537,0,0,192.9107350432176
0,0,0,0,11.083492753191504,19.05963871238282,0,59,0,0,0,0,600,0,0,0,0.0,22.92588927240049,0,0,271.85464002254736
0,0,0,19,4.024038569704642,10.044421752985937,0,15,5,0,0,0,229,0,0,0,0.0,6.976465923754316,0,0,1376.802630074447
8,8,0,11,11.035466088771544,2.053550400833993,7,81,21,1,0,0,422,1,178,331,554.0,6.994965087162647,40,0,4377.381577975888
0,0,0,3,14.92580309501677,6.0333301086085775,0,61,1,0,0,0,430,0,0,4,2.0,7.896754999956434,0,0,899.8016914966506
0,0,0,1,9.052617387684853,16.772684043185738,0,75,0,0,0,0,616,0,0,0,0.0,20.1829714381568,0,0,43.216814791453686
0,0,0,3,23.06354872074603,17.979691803377218,0,0,0,0,0,0,827,0,0,0,10.0,28.068496245147085,0,0,122.69887664699615
0,1,1,7,12.01083991297697,4.966562515938702,0,63,7,0,0,0,305,0,8,88,111.0,14.962348259548532,4,0,2728.954847410199
0,0,0,16,8.952696604409791,12.898150452486153,0,72,0,0,0,0,160,0,0,0,0.0,5.968704965667347,0,0,818.2695878128548
0,7,0,12,11.019115138161084,2.9087524935641227,3,16,19,1,0,0,419,1,78,417,523.0,7.1308475893014265,36,0,1699.3022514365705
0,0,0,7,10.105238326038236,9.08022958541824,0,29,1,0,0,0,341,0,0,4,13.0,16.976996211524916,0,0,820.0680118380553
0,0,0,1,19.991793717619448,14.919709751223998,0,0,0,0,0,0,818,0,0,0,0.0,23.9355393488357,0,0,498.8306209425701
0,1,4,12,1.8858096165968183,11.981315920542963,2,74,0,0,0,0,708,0,0,4,7.0,11.698124846605369,0,0,579.8698871425408
0,0,2,5,6.170258799678822,14.002782527078285,0,32,0,0,0,0,581,0,0,0,9.0,17.221417100268372,0,0,777.9845871262698
0,0,1,9,2.8023176568687687,12.832524010655456,0,74,1,0,0,0,705,0,0,0,3.0,13.921055539962923,0,0,229.61713345075765
0,0,0,1,10.985462297876762,19.846978877789656,0,59,0,0,0,0,624,0,0,0,12.0,22.221894601897088,0,0,235.4299861731679
0,0,0,12,12.01132552534582,8.062573253050749,1,12,2,0,0,0,171,0,0,4,6.0,3.142511373241205,4,0,2312.517693606789
0,0,0,9,14.01178341338905,7.943172194258329,0,65,1,0,0,0,774,0,0,4,0.0,5.8596276226009385,0,0,1011.0927978053244
0,0,0,0,17.219093136841916,18.133120225780548,0,73,0,0,0,0,3,0,0,0,0.0,25.945223612213685,0,0,216.57876673618995
0,0,0,4,10.976895642708532,12.01867564057864,0,62,0,0,0,0,98,0,0,0,14.0,3.0316507557918357,0,0,81.09674419771899
0,20,6,25,3.1114006968667547,6.018750906301671,5,86,51,0,2,0,742,2,20,90,118.0,8.974247993572279,8,0,2182.5820869694503
0,0,1,1,11.999131938605322,12.949738945537495,1,76,0,0,0,0,82,0,0,0,6.0,3.8780002450568953,0,0,165.41250629714978
0,0,0,12,7.024881698641821,10.881945440414269,0,34,0,0,0,0,587,0,0,0,8.0,16.98670067103749,0,0,268.6777180738467
0,0,0,2,9.945803140376134,12.10902753516426,0,32,0,0,0,0,39,0,0,0,9.0,18.92590434043994,0,0,508.1538457322499
0,1,0,4,15.063050289878662,7.779249214427747,0,27,2,0,0,0,400,0,0,4,0.0,17.14767288720863,0,0,98.99656486809003
0,0,0,2,19.93251653564053,11.944631749986746,0,28,1,0,0,0,808,0,0,0,0.0,11.919274208714771,0,0,420.7000886957972
0,0,1,17,6.049218389035459,8.00462564343391,0,29,26,0,0,0,331,0,4,28,33.0,14.051894029353145,0,0,1298.055310469886
4,41,4,13,5.834073535615003,4.046656882357408,2,78,50,3,2,8,448,0,100,481,617.0,7.310270396004186,24,4,3280.0873433067354
20,31,9,13,6.9441210596983485,3.072973425973116,8,89,59,8,6,8,447,6,209,328,617.0,6.005898583085157,64,3,4223.54507983325
0,0,0,7,17.899928782035147,9.979517186661369,0,28,1,0,0,0,754,0,0,0,5.0,7.864713016478861,0,0,428.8515072149924
0,0,0,4,8.991913299674753,16.991211368527182,0,60,0,0,0,0,141,0,0,0,-0.0,12.004034614326736,0,0,907.713229464322
0,5,3,9,8.900048226610549,4.761140857050569,1,71,67,0,2,0,348,0,40,333,378.0,13.062085038385684,12,0,1579.8445805570511
16,12,5,20,8.968914633546554,2.077046349742925,11,10,58,6,12,16,473,5,248,214,617.0,6.036141284506836,115,8,2865.9318643580687
0,0,2,3,18.094552394306632,9.043821454907086,1,61,0,0,0,0,802,0,0,0,1.0,10.11373225037381,0,0,549.6098733602998
8,7,4,11,9.032219471442364,4.127370868624592,0,88,64,1,2,0,299,0,63,414,515.0,12.088781759144789,28,0,1393.955377480294
8,13,4,10,8.02254435668146,4.924852153385715,6,45,67,2,2,0,346,2,40,354,419.0,11.937745144059624,16,0,2481.13109476323
30,26,16,12,8.111756958191485,2.8429278339515145,14,2,38,2,4,0,458,7,321,209,638.0,10.101296307146518,85,1,4245.347288216677
0,0,0,1,15.010737527404126,15.990030946687138,0,64,0,0,0,0,31,0,0,0,3.0,23.099564515776017,0,0,660.174466662964
0,0,0,3,15.025742621414969,5.886156765965386,0,93,1,0,0,0,430,0,0,4,0.0,8.130058775993957,0,0,1083.899815938188
0,0,1,6,5.042144945504629,13.825935699598114,0,74,0,0,0,0,537,0,0,0,0.0,17.09843178931652,0,0,77.60585107731971
0,0,1,7,11.970007198003792,10.086498878300324,0,66,2,0,0,0,38,0,0,0,7.0,18.071820398222314,0,0,526.7088505573095
0,0,0,2,6.09363380703296,15.2413141808185,0,75,0,0,0,0,494,0,0,0,12.0,17.005458878755075,0,0,107.60785050361105
0,0,1,15,4.880385611810071,12.004433723034682,0,15,1,0,0,0,214,0,0,0,0.0,7.7684031304126595,0,0,1135.8383375667618
0,0,0,18,6.893354166856514,10.104267467122884,0,23,2,0,0,0,233,0,0,0,0.0,4.129821632364096,0,0,835.5548059219874
0,0,0,4,19.04922953705437,10.997840277368088,0,28,1,0,0,0,794,0,0,0,1.0,10.061571248212152,0,0,55.51089870217027
0,0,0,11,7.910505188651072,11.79381924703292,0,69,0,0,0,0,239,0,0,0,1.0,6.0668714862015625,0,0,232.13381310878492
0,0,0,14,10.944117395128082,13.037028350288786,0,76,0,0,0,0,104,0,0,0,9.0,4.069417882330782,0,0,202.59546332353597
0,0,1,5,12.938659387929228,12.975531023860428,0,62,0,0,0,0,113,0,0,0,0.0,2.985476964311195,0,0,348.6863007587731
0,0,0,7,12.14924407875788,10.1096789773627,0,66,2,0,0,0,38,0,0,0,2.0,18.90965357626449,0,0,221.53410419717125
0,0,0,3,8.97421411122924,19.065943482387723,0,43,0,0,0,0,681,0,0,0,0.0,17.77358748871435,0,0,130.8437396560391
0,0,0,4,8.913330849016813,14.74283987273851,0,69,0,0,0,0,121,0,0,0,9.0,7.985786767234425,0,0,95.51574260279004
8,23,14,11,6.928778321565767,3.03043792446134,5,77,37,3,12,12,458,5,184,363,631.0,10.156590814471636,66,0,4468.518995477476
0,0,0,1,20.84924182541876,13.95630720260746,0,67,0,0,0,0,747,0,0,0,0.0,11.150657778398552,0,0,84.09180903844842
0,0,0,1,20.933678304645888,17.124977971428894,0,0,0,0,0,0,76,0,0,0,0.0,25.90643379708004,0,0,279.17997554941024
0,0,0,0,12.08731150350699,20.05861161833545,0,33,0,0,0,0,284,0,0,0,0.0,14.076374926825784,0,0,284.2664591352108
0,0,2,6,6.901249504598744,16.004987319824977,0,60,1,0,0,0,673,0,0,0,1.0,11.078987811833056,0,0,1205.5796315938885
0,0,0,5,18.02507490253477,10.81302689633466,0,67,0,0,0,0,752,0,0,0,1.0,8.000163326565634,0,0,83.2491104219217
0,0,0,5,3.832734914714047,13.794611204003976,0,15,0,0,0,0,634,0,0,0,0.0,10.978820925596734,0,0,1039.315195641817
0,0,0,10,13.965961360650928,8.054466575130624,0,67,0,0,0,0,201,0,0,4,22.0,3.921669096005228,0,0,409.1392600395537
0,0,0,0,12.781289821504974,16.953753950239918,0,58,0,0,0,0,61,0,0,0,0.0,23.180833391546813,0,0,65.70556027741515
0,0,0,17,5.88541055884179,13.279943804613856,0,57,1,0,0,0,212,0,0,0,3.0,9.125076751709472,0,0,212.2977259613312
0,0,5,13,8.976395718362996,7.041267926887545,1,21,11,0,1,0,320,0,4,36,49.0,14.990627548387392,0,0,1409.445676915249
0,0,0,1,17.034398922165483,11.98741324966648,0,67,0,0,0,0,788,0,0,0,0.0,7.036356766498797,0,0,158.08635708713643
0,0,0,1,10.954793991244305,18.844579676062096,0,59,0,0,0,0,598,0,0,0,0.0,22.064325455286305,0,0,121.14030438037594
0,0,2,0,16.186967787532293,12.016719521257356,1,67,0,0,0,0,257,0,0,0,0.0,4.8500610697111135,0,0,194.64692391212407
0,0,0,0,13.829404225443982,17.873046882837876,0,58,0,0,0,0,51,0,0,0,10.0,24.07791707761128,0,0,103.89833007037456
0,0,0,4,6.932349222266411,15.21387491267116,0,75,0,0,0,0,508,0,0,0,0.0,18.96860490083805,0,0,84.7329640975465
0,7,3,16,4.89732868949856,6.067834248950542,3,78,63,0,1,0,224,0,12,132,140.0,4.969982260164115,4,0,3611.1873563151753
0,8,2,17,5.9558004433207135,5.016572640524075,1,11,71,0,0,0,478,0,32,265,306.0,4.8470856865379055,16,0,2029.7225689021316
0,0,0,6,3.118248268111461,12.002964142092836,0,74,1,0,0,0,719,0,0,4,12.0,13.871581330100463,0,0,557.2302965506012
4,11,6,22,8.975706736717399,3.8599284323395686,7,48,26,1,1,0,475,3,52,386,460.0,4.054026331132634,28,0,3712.3613067676174
0,0,0,4,4.045109453300276,9.956999661359744,0,34,6,0,0,0,720,0,0,8,16.0,13.995329036682266,0,0,1785.1127868626138
4,12,8,24,1.945605338458218,7.0503367094424405,1,86,55,0,2,0,743,0,8,52,63.0,10.204615103288305,0,0,2066.726125683001
0,1,0,6,12.038574728510724,8.01657521816545,0,66,2,0,0,0,404,0,0,4,1.0,18.040286916175575,0,0,815.6705003114344
0,0,0,3,13.100406348586334,12.979090368818952,0,62,0,0,0,0,114,0,0,0,0.0,3.966831917080121,0,0,133.24106527531592
0,0,0,3,6.878699557165817,13.08383901419302,0,32,0,0,0,0,563,0,0,0,4.0,18.02274650948877,0,0,821.7286006548143
0,0,0,5,6.00564047767924,14.956135103743852,0,74,0,0,0,0,510,0,0,0,0.0,17.084563340997313,0,0,244.35455555099173
4,0,1,4,12.035023721818076,6.112016315998306,0,37,9,0,0,0,184,0,0,104,119.0,4.059717628812606,0,1,1878.7861877479309
36,19,6,22,8.129463545324858,2.004740341829446,17,4,60,8,11,4,474,4,228,243,619.0,5.966639260601638,106,6,9383.659247941008
0,0,0,4,7.966364984903716,15.169862584995256,0,60,0,0,0,0,142,0,0,0,2.0,9.883933773299814,0,0,775.0317137823331
0,0,0,13,3.965216949234716,9.19934788408406,0,15,6,0,0,0,229,0,0,4,0.0,6.971520790057473,0,0,1812.184055433965
0,0,2,23,8.052710992138538,8.055617535576143,1,17,10,0,1,0,250,0,0,40,45.0,1.997826831011996,0,0,700.6068246652388
0,0,0,15,7.87932913498629,11.991361553307462,0,68,0,0,0,0,245,0,0,0,0.0,5.067702002462421,0,0,173.66127176257282
52,13,7,21,9.065270406761323,1.955827323622377,18,5,59,12,16,20,490,8,245,107,612.0,7.116021039810801,197,9,5167.2577121994655
0,0,0,4,15.989863261863652,11.248172254976998,0,67,0,0,0,0,763,0,0,0,0.0,6.166854587252883,0,0,239.76906317417647
0,7,5,23,8.963868673546443,4.080577619669769,2,13,31,0,2,0,187,2,56,317,394.0,4.146411469390883,24,0,2926.0754974616216
0,0,0,2,9.996208102846268,12.404380368009887,0,64,0,0,0,0,39,0,0,0,4.0,18.899047789438995,0,0,531.0670795025646
0,0,1,15,8.949391913856106,10.95176227143654,0,23,1,0,0,0,236,0,0,0,0.0,3.122842756113557,0,0,210.3476034744784
0,0,0,2,7.834055345004333,16.033967543902186,0,75,0,0,0,0,616,0,0,0,13.0,19.143336403379912,0,0,69.4434644125786
